county,precinct,office,district,party,candidate,total,poll,absentee,,,,,
Yakima,BUTTERFIELD  3106,Congress 4,4,R,Doc Hastings,315,142,173,,,,,
Yakima,CHINOOK  3203,Congress 4,4,R,Doc Hastings,217,98,119,,,,,
Yakima,CLIFFDELL  3204,Congress 4,4,R,Doc Hastings,64,52,12,,,,,
Yakima,COTTONWOOD  3205,Congress 4,4,R,Doc Hastings,232,87,145,,,,,
Yakima,COUNTRY  CLUB  3206,Congress 4,4,R,Doc Hastings,420,152,268,,,,,
Yakima,COWICHE  CANYON  3208,Congress 4,4,R,Doc Hastings,51,40,11,,,,,
Yakima,CRESCENT  3209,Congress 4,4,R,Doc Hastings,4,4,,,,,,
Yakima,E  AHTANUM  3301,Congress 4,4,R,Doc Hastings,351,134,217,,,,,
Yakima,E  GRANGER  3303,Congress 4,4,R,Doc Hastings,156,89,67,,,,,
Yakima,E  MOXEE  3304,Congress 4,4,R,Doc Hastings,276,117,159,,,,,
Yakima,E  NACHES  3305,Congress 4,4,R,Doc Hastings,373,165,208,,,,,
Yakima,E  SELAH  3306,Congress 4,4,R,Doc Hastings,169,107,62,,,,,
Yakima,E  TIETON  3308,Congress 4,4,R,Doc Hastings,310,124,186,,,,,
Yakima,E  TOPPENISH  3309,Congress 4,4,R,Doc Hastings,23,16,7,,,,,
Yakima,E  WAPATO  3310,Congress 4,4,R,Doc Hastings,74,30,44,,,,,
Yakima,E  ZILLAH  3311,Congress 4,4,R,Doc Hastings,404,195,209,,,,,
Yakima,ENGLEWOOD  3312,Congress 4,4,R,Doc Hastings,444,153,291,,,,,
Yakima,ESCHBACH  3313,Congress 4,4,R,Doc Hastings,287,125,162,,,,,
Yakima,FULLBRIGHT  3503,Congress 4,4,R,Doc Hastings,25,20,5,,,,,
Yakima,FIRING  CENTER  3504,Congress 4,4,R,Doc Hastings,15,8,7,,,,,
Yakima,GLADE  3601,Congress 4,4,R,Doc Hastings,25,22,3,,,,,
Yakima,GLEED  3602,Congress 4,4,R,Doc Hastings,138,66,72,,,,,
Yakima,GROMORE  3605,Congress 4,4,R,Doc Hastings,530,235,295,,,,,
Yakima,HARRAH  RURAL  3701,Congress 4,4,R,Doc Hastings,269,112,157,,,,,
Yakima,HARWOOD  3702,Congress 4,4,R,Doc Hastings,548,192,356,,,,,
Yakima,LIBERTY  3902,Congress 4,4,R,Doc Hastings,194,91,103,,,,,
Yakima,LOWER WENAS  3903,Congress 4,4,R,Doc Hastings,523,248,275,,,,,
Yakima,LOWER  NACHES  3904,Congress 4,4,R,Doc Hastings,19,15,4,,,,,
Yakima,MCKINLEY  4001,Congress 4,4,R,Doc Hastings,153,42,111,,,,,
Yakima,MABTON  RURAL  4002,Congress 4,4,R,Doc Hastings,112,63,49,,,,,
Yakima,MOXEE  RURAL  4003,Congress 4,4,R,Doc Hastings,210,77,133,,,,,
Yakima,NACHES  HTS  4101,Congress 4,4,R,Doc Hastings,149,71,78,,,,,
Yakima,NILE  4102,Congress 4,4,R,Doc Hastings,307,123,184,,,,,
Yakima,N  COWICHE  4104,Congress 4,4,R,Doc Hastings,247,105,142,,,,,
Yakima,N  GRANDVIEW  4105,Congress 4,4,R,Doc Hastings,144,51,93,,,,,
Yakima,N  HOLLAND  4106,Congress 4,4,R,Doc Hastings,341,147,194,,,,,
Yakima,N  SELAH  HGTS  4108,Congress 4,4,R,Doc Hastings,429,187,242,,,,,
Yakima,N  SUNNYSIDE  4109,Congress 4,4,R,Doc Hastings,150,67,83,,,,,
Yakima,N  TOPPENISH  4110,Congress 4,4,R,Doc Hastings,108,34,74,,,,,
Yakima,N  GLEED  4111,Congress 4,4,R,Doc Hastings,296,145,151,,,,,
Yakima,N  SELAH  4112,Congress 4,4,R,Doc Hastings,359,156,203,,,,,
Yakima,N  TAMPICO  4114,Congress 4,4,R,Doc Hastings,42,28,14,,,,,
Yakima,N  WENAS  4115,Congress 4,4,R,Doc Hastings,119,71,48,,,,,
Yakima,ORCHARD  4302,Congress 4,4,R,Doc Hastings,68,49,19,,,,,
Yakima,OUTLOOK  4303,Congress 4,4,R,Doc Hastings,157,64,93,,,,,
Yakima,PARKER  HGTS  4401,Congress 4,4,R,Doc Hastings,241,103,138,,,,,
Yakima,POMONA  4402,Congress 4,4,R,Doc Hastings,279,113,166,,,,,
Yakima,REST  HAVEN  4501,Congress 4,4,R,Doc Hastings,83,35,48,,,,,
Yakima,ROZA  4502,Congress 4,4,R,Doc Hastings,251,109,142,,,,,
Yakima,RIMROCK  4503,Congress 4,4,R,Doc Hastings,61,46,15,,,,,
Yakima,ROZA HILL  4504,Congress 4,4,R,Doc Hastings,213,84,129,,,,,
Yakima,SCENIC  4601,Congress 4,4,R,Doc Hastings,147,48,99,,,,,
Yakima,SELAH  CENTRAL  4602,Congress 4,4,R,Doc Hastings,220,95,125,,,,,
Yakima,SELAH  EXTENSION  4603,Congress 4,4,R,Doc Hastings,415,177,238,,,,,
Yakima,SELAH  RURAL  4604,Congress 4,4,R,Doc Hastings,149,63,86,,,,,
Yakima,SHELLER  4605,Congress 4,4,R,Doc Hastings,215,88,127,,,,,
Yakima,SLAVIN  4606,Congress 4,4,R,Doc Hastings,201,67,134,,,,,
Yakima,S  AIRPORT  4607,Congress 4,4,R,Doc Hastings,23,17,6,,,,,
Yakima,S  COWICHE  4609,Congress 4,4,R,Doc Hastings,161,57,104,,,,,
Yakima,S  GRANDVIEW  4610,Congress 4,4,R,Doc Hastings,262,115,147,,,,,
Yakima,S  HOLLAND  4611,Congress 4,4,R,Doc Hastings,108,45,63,,,,,
Yakima,S  NOB  HILL  4613,Congress 4,4,R,Doc Hastings,288,115,173,,,,,
Yakima,S  SUNNYSIDE  4615,Congress 4,4,R,Doc Hastings,127,62,65,,,,,
Yakima,S  TOPPENISH  4616,Congress 4,4,R,Doc Hastings,146,62,84,,,,,
Yakima,SUNNYVALLEY  4618,Congress 4,4,R,Doc Hastings,190,94,96,,,,,
Yakima,SUNTIDES  4621,Congress 4,4,R,Doc Hastings,390,163,227,,,,,
Yakima,S  ZILLAH  4622,Congress 4,4,R,Doc Hastings,185,86,99,,,,,
Yakima,S  AHTANUM  4623,Congress 4,4,R,Doc Hastings,276,137,139,,,,,
Yakima,S  HILLS  4624,Congress 4,4,R,Doc Hastings,128,98,30,,,,,
Yakima,S  WENAS  4625,Congress 4,4,R,Doc Hastings,5,4,1,,,,,
Yakima,SUMMITVIEW  4626,Congress 4,4,R,Doc Hastings,10,7,3,,,,,
Yakima,S  NACHES  HGHTS  4627,Congress 4,4,R,Doc Hastings,136,94,42,,,,,
Yakima,S  OUTLOOK 4628,Congress 4,4,R,Doc Hastings,97,71,26,,,,,
Yakima,TAMPICO 4801,Congress 4,4,R,Doc Hastings,234,117,117,,,,,
Yakima,TERRACE  HGTS  4802,Congress 4,4,R,Doc Hastings,463,166,297,,,,,
Yakima,WANETA  5001,Congress 4,4,R,Doc Hastings,75,60,15,,,,,
Yakima,WENDELL  PHILLIPS 5002 ,Congress 4,4,R,Doc Hastings,142,58,84,,,,,
Yakima,W  AHTANUM  5003,Congress 4,4,R,Doc Hastings,436,199,237,,,,,
Yakima,W  NOB  HILL  5006,Congress 4,4,R,Doc Hastings,33,17,16,,,,,
Yakima,W  PARKER  5007,Congress 4,4,R,Doc Hastings,11,7,4,,,,,
Yakima,W  WAPATO  5009,Congress 4,4,R,Doc Hastings,212,82,130,,,,,
Yakima,WESTVIEW  5010,Congress 4,4,R,Doc Hastings,341,138,203,,,,,
Yakima,WESTWOOD  5011,Congress 4,4,R,Doc Hastings,433,222,211,,,,,
Yakima,WHITE  SWAN  5012,Congress 4,4,R,Doc Hastings,202,88,114,,,,,
Yakima,WIDE  HOLLOW  5013,Congress 4,4,R,Doc Hastings,310,128,182,,,,,
Yakima,WILEY  CITY  5014,Congress 4,4,R,Doc Hastings,277,120,157,,,,,
Yakima,W  SELAH  5016,Congress 4,4,R,Doc Hastings,220,82,138,,,,,
Yakima,W MOXEE  5017,Congress 4,4,R,Doc Hastings,207,78,129,,,,,
Yakima,WEST  VALLEY  5018,Congress 4,4,R,Doc Hastings,340,145,195,,,,,
Yakima,W  WASHINGTON  5020,Congress 4,4,R,Doc Hastings,408,152,256,,,,,
Yakima,YAKIMA  RIDGE  5101,Congress 4,4,R,Doc Hastings,49,35,14,,,,,
Yakima,ZIER  5201,Congress 4,4,R,Doc Hastings,256,109,147,,,,,
YAKIMA WA,YAKIMA WA,Congress 4,4,R,Doc Hastings,37703,16114,21589,,,,,
Yakima,YAKIMA  0101,Congress 4,4,L,Fred Krauss,10,4,6,,,,,
Yakima,YAKIMA  0104,Congress 4,4,L,Fred Krauss,11,6,5,,,,,
Yakima,YAKIMA  0105,Congress 4,4,L,Fred Krauss,2,1,1,,,,,
Yakima,YAKIMA  0109,Congress 4,4,L,Fred Krauss,3,3,0,,,,,
Yakima,YAKIMA  0110,Congress 4,4,L,Fred Krauss,11,6,5,,,,,
Yakima,YAKIMA  0111,Congress 4,4,L,Fred Krauss,13,8,5,,,,,
Yakima,YAKIMA  0114,Congress 4,4,L,Fred Krauss,5,2,3,,,,,
Yakima,YAKIMA  0116,Congress 4,4,L,Fred Krauss,6,0,6,,,,,
Yakima,YAKIMA  0118,Congress 4,4,L,Fred Krauss,5,3,2,,,,,
Yakima,YAKIMA  0120,Congress 4,4,L,Fred Krauss,5,2,3,,,,,
Yakima,YAKIMA  0123,Congress 4,4,L,Fred Krauss,14,6,8,,,,,
Yakima,YAKIMA  0126,Congress 4,4,L,Fred Krauss,25,6,19,,,,,
Yakima,YAKIMA  0127,Congress 4,4,L,Fred Krauss,10,10,0,,,,,
Yakima,YAKIMA  0129,Congress 4,4,L,Fred Krauss,8,3,5,,,,,
Yakima,YAKIMA  0131,Congress 4,4,L,Fred Krauss,12,6,6,,,,,
Yakima,YAKIMA  0133,Congress 4,4,L,Fred Krauss,4,1,3,,,,,
Yakima,YAKIMA  0134,Congress 4,4,L,Fred Krauss,11,3,8,,,,,
Yakima,YAKIMA  0136,Congress 4,4,L,Fred Krauss,10,4,6,,,,,
Yakima,YAKIMA  0138,Congress 4,4,L,Fred Krauss,7,1,6,,,,,
Yakima,YAKIMA  0140,Congress 4,4,L,Fred Krauss,5,2,3,,,,,
Yakima,YAKIMA  0142,Congress 4,4,L,Fred Krauss,18,6,12,,,,,
Yakima,YAKIMA  0143,Congress 4,4,L,Fred Krauss,17,6,11,,,,,
Yakima,YAKIMA  0145,Congress 4,4,L,Fred Krauss,5,2,3,,,,,
Yakima,YAKIMA  0146,Congress 4,4,L,Fred Krauss,2,1,1,,,,,
Yakima,YAKIMA  0149,Congress 4,4,L,Fred Krauss,8,4,4,,,,,
Yakima,YAKIMA  0151,Congress 4,4,L,Fred Krauss,5,2,3,,,,,
Yakima,YAKIMA  0153,Congress 4,4,L,Fred Krauss,10,1,9,,,,,
Yakima,YAKIMA  0154,Congress 4,4,L,Fred Krauss,4,1,3,,,,,
Yakima,YAKIMA  0155,Congress 4,4,L,Fred Krauss,9,5,4,,,,,
Yakima,YAKIMA  0156,Congress 4,4,L,Fred Krauss,9,5,4,,,,,
Yakima,YAKIMA  0161,Congress 4,4,L,Fred Krauss,13,9,4,,,,,
Yakima,YAKIMA  0162,Congress 4,4,L,Fred Krauss,7,2,5,,,,,
Yakima,YAKIMA  0163,Congress 4,4,L,Fred Krauss,3,2,1,,,,,
Yakima,YAKIMA  0164,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,YAKIMA  0165,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,YAKIMA  0167,Congress 4,4,L,Fred Krauss,11,6,5,,,,,
Yakima,YAKIMA  0169,Congress 4,4,L,Fred Krauss,4,1,3,,,,,
Yakima,YAKIMA  0170,Congress 4,4,L,Fred Krauss,6,2,4,,,,,
Yakima,YAKIMA  0172,Congress 4,4,L,Fred Krauss,8,2,6,,,,,
Yakima,YAKIMA  0174,Congress 4,4,L,Fred Krauss,8,2,6,,,,,
Yakima,YAKIMA  0175,Congress 4,4,L,Fred Krauss,7,4,3,,,,,
Yakima,YAKIMA  0176,Congress 4,4,L,Fred Krauss,4,0,4,,,,,
Yakima,YAKIMA  0179,Congress 4,4,L,Fred Krauss,7,2,5,,,,,
Yakima,YAKIMA  0180,Congress 4,4,L,Fred Krauss,6,3,3,,,,,
Yakima,YAKIMA  0183,Congress 4,4,L,Fred Krauss,3,2,1,,,,,
Yakima,YAKIMA  0184,Congress 4,4,L,Fred Krauss,11,4,7,,,,,
Yakima,YAKIMA  0185,Congress 4,4,L,Fred Krauss,12,6,6,,,,,
Yakima,YAKIMA  0186,Congress 4,4,L,Fred Krauss,3,1,2,,,,,
Yakima,YAKIMA  0190,Congress 4,4,L,Fred Krauss,5,2,3,,,,,
Yakima,GRANDVIEW  0301,Congress 4,4,L,Fred Krauss,3,1,2,,,,,
Yakima,GRANDVIEW  0302,Congress 4,4,L,Fred Krauss,13,7,6,,,,,
Yakima,GRANDVIEW  0303,Congress 4,4,L,Fred Krauss,11,7,4,,,,,
Yakima,GRANDVIEW  0306,Congress 4,4,L,Fred Krauss,10,7,3,,,,,
Yakima,GRANGER 0501,Congress 4,4,L,Fred Krauss,10,6,4,,,,,
Yakima,HARRAH  0701,Congress 4,4,L,Fred Krauss,5,3,2,,,,,
Yakima,MABTON  0901,Congress 4,4,L,Fred Krauss,3,1,2,,,,,
Yakima,MOXEE 1101,Congress 4,4,L,Fred Krauss,9,7,2,,,,,
Yakima,NACHES  1301,Congress 4,4,L,Fred Krauss,6,2,4,,,,,
Yakima,SELAH  1501,Congress 4,4,L,Fred Krauss,17,10,7,,,,,
Yakima,SELAH  1502,Congress 4,4,L,Fred Krauss,10,5,5,,,,,
Yakima,SELAH  1503,Congress 4,4,L,Fred Krauss,5,3,2,,,,,
Yakima,SELAH  1504,Congress 4,4,L,Fred Krauss,7,6,1,,,,,
Yakima,SUNNYSIDE  1701,Congress 4,4,L,Fred Krauss,5,2,3,,,,,
Yakima,SUNNYSIDE  1702,Congress 4,4,L,Fred Krauss,7,3,4,,,,,
Yakima,SUNNYSIDE  1703,Congress 4,4,L,Fred Krauss,6,4,2,,,,,
Yakima,SUNNYSIDE  1706,Congress 4,4,L,Fred Krauss,7,0,7,,,,,
Yakima,SUNNYSIDE  1708,Congress 4,4,L,Fred Krauss,6,2,4,,,,,
Yakima,TIETON  1901,Congress 4,4,L,Fred Krauss,4,3,1,,,,,
Yakima,TOPPENISH  2101,Congress 4,4,L,Fred Krauss,8,4,4,,,,,
Yakima,TOPPENISH  2103,Congress 4,4,L,Fred Krauss,12,7,5,,,,,
Yakima,TOPPENISH  2107,Congress 4,4,L,Fred Krauss,7,6,1,,,,,
Yakima,UNION  GAP  2301,Congress 4,4,L,Fred Krauss,6,2,4,,,,,
Yakima,UNION GAP  2303,Congress 4,4,L,Fred Krauss,8,4,4,,,,,
Yakima,UNION GAP  2304,Congress 4,4,L,Fred Krauss,6,6,0,,,,,
Yakima,UNION  GAP  2305,Congress 4,4,L,Fred Krauss,5,5,0,,,,,
Yakima,UNION  GAP  2306,Congress 4,4,L,Fred Krauss,11,3,8,,,,,
Yakima,WAPATO  2501,Congress 4,4,L,Fred Krauss,13,7,6,,,,,
Yakima,WAPATO  2503,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,ZILLAH 2701,Congress 4,4,L,Fred Krauss,8,2,6,,,,,
Yakima,ZILLAH 2702,Congress 4,4,L,Fred Krauss,6,1,5,,,,,
Yakima,ALFALFA  3002,Congress 4,4,L,Fred Krauss,2,1,1,,,,,
Yakima,APPLE  VALLEY  3003,Congress 4,4,L,Fred Krauss,9,4,5,,,,,
Yakima,BELMA  3101,Congress 4,4,L,Fred Krauss,2,1,1,,,,,
Yakima,BRADSHAW  3102,Congress 4,4,L,Fred Krauss,9,4,5,,,,,
Yakima,BUENA  3104,Congress 4,4,L,Fred Krauss,7,3,4,,,,,
Yakima,BYRON  3105,Congress 4,4,L,Fred Krauss,1,0,1,,,,,
Yakima,BUTTERFIELD  3106,Congress 4,4,L,Fred Krauss,7,4,3,,,,,
Yakima,CHINOOK  3203,Congress 4,4,L,Fred Krauss,4,4,0,,,,,
Yakima,CLIFFDELL  3204,Congress 4,4,L,Fred Krauss,4,3,1,,,,,
Yakima,COTTONWOOD  3205,Congress 4,4,L,Fred Krauss,4,1,3,,,,,
Yakima,COUNTRY  CLUB  3206,Congress 4,4,L,Fred Krauss,8,3,5,,,,,
Yakima,COWICHE  CANYON  3208,Congress 4,4,L,Fred Krauss,1,1,0,,,,,
Yakima,CRESCENT  3209,Congress 4,4,L,Fred Krauss,0,0,,,,,,
Yakima,E  AHTANUM  3301,Congress 4,4,L,Fred Krauss,6,1,5,,,,,
Yakima,E  GRANGER  3303,Congress 4,4,L,Fred Krauss,3,3,0,,,,,
Yakima,E  MOXEE  3304,Congress 4,4,L,Fred Krauss,8,2,6,,,,,
Yakima,E  NACHES  3305,Congress 4,4,L,Fred Krauss,9,4,5,,,,,
Yakima,E  SELAH  3306,Congress 4,4,L,Fred Krauss,7,5,2,,,,,
Yakima,E  TIETON  3308,Congress 4,4,L,Fred Krauss,8,6,2,,,,,
Yakima,E  TOPPENISH  3309,Congress 4,4,L,Fred Krauss,1,1,0,,,,,
Yakima,E  WAPATO  3310,Congress 4,4,L,Fred Krauss,7,3,4,,,,,
Yakima,E  ZILLAH  3311,Congress 4,4,L,Fred Krauss,5,4,1,,,,,
Yakima,ENGLEWOOD  3312,Congress 4,4,L,Fred Krauss,4,2,2,,,,,
Yakima,ESCHBACH  3313,Congress 4,4,L,Fred Krauss,5,3,2,,,,,
Yakima,FULLBRIGHT  3503,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,FIRING  CENTER  3504,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,GLADE  3601,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,GLEED  3602,Congress 4,4,L,Fred Krauss,4,3,1,,,,,
Yakima,GROMORE  3605,Congress 4,4,L,Fred Krauss,11,7,4,,,,,
Yakima,HARRAH  RURAL  3701,Congress 4,4,L,Fred Krauss,12,7,5,,,,,
Yakima,HARWOOD  3702,Congress 4,4,L,Fred Krauss,18,6,12,,,,,
Yakima,LIBERTY  3902,Congress 4,4,L,Fred Krauss,6,2,4,,,,,
Yakima,LOWER WENAS  3903,Congress 4,4,L,Fred Krauss,13,8,5,,,,,
Yakima,LOWER  NACHES  3904,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,MCKINLEY  4001,Congress 4,4,L,Fred Krauss,4,2,2,,,,,
Yakima,MABTON  RURAL  4002,Congress 4,4,L,Fred Krauss,3,2,1,,,,,
Yakima,MOXEE  RURAL  4003,Congress 4,4,L,Fred Krauss,3,2,1,,,,,
Yakima,NACHES  HTS  4101,Congress 4,4,L,Fred Krauss,1,0,1,,,,,
Yakima,NILE  4102,Congress 4,4,L,Fred Krauss,8,6,2,,,,,
Yakima,N  COWICHE  4104,Congress 4,4,L,Fred Krauss,9,4,5,,,,,
Yakima,N  GRANDVIEW  4105,Congress 4,4,L,Fred Krauss,6,2,4,,,,,
Yakima,N  HOLLAND  4106,Congress 4,4,L,Fred Krauss,4,1,3,,,,,
Yakima,N  SELAH  HGTS  4108,Congress 4,4,L,Fred Krauss,8,2,6,,,,,
Yakima,N  SUNNYSIDE  4109,Congress 4,4,L,Fred Krauss,7,4,3,,,,,
Yakima,N  TOPPENISH  4110,Congress 4,4,L,Fred Krauss,6,4,2,,,,,
Yakima,N  GLEED  4111,Congress 4,4,L,Fred Krauss,9,5,4,,,,,
Yakima,N  SELAH  4112,Congress 4,4,L,Fred Krauss,8,2,6,,,,,
Yakima,N  TAMPICO  4114,Congress 4,4,L,Fred Krauss,4,0,4,,,,,
Yakima,N  WENAS  4115,Congress 4,4,L,Fred Krauss,9,6,3,,,,,
Yakima,ORCHARD  4302,Congress 4,4,L,Fred Krauss,4,4,0,,,,,
Yakima,OUTLOOK  4303,Congress 4,4,L,Fred Krauss,4,1,3,,,,,
Yakima,PARKER  HGTS  4401,Congress 4,4,L,Fred Krauss,2,1,1,,,,,
Yakima,POMONA  4402,Congress 4,4,L,Fred Krauss,10,5,5,,,,,
Yakima,REST  HAVEN  4501,Congress 4,4,L,Fred Krauss,11,4,7,,,,,
Yakima,ROZA  4502,Congress 4,4,L,Fred Krauss,2,2,0,,,,,
Yakima,RIMROCK  4503,Congress 4,4,L,Fred Krauss,3,2,1,,,,,
Yakima,ROZA HILL  4504,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,SCENIC  4601,Congress 4,4,L,Fred Krauss,3,0,3,,,,,
Yakima,SELAH  CENTRAL  4602,Congress 4,4,L,Fred Krauss,9,4,5,,,,,
Yakima,SELAH  EXTENSION  4603,Congress 4,4,L,Fred Krauss,13,8,5,,,,,
Yakima,SELAH  RURAL  4604,Congress 4,4,L,Fred Krauss,5,2,3,,,,,
Yakima,SHELLER  4605,Congress 4,4,L,Fred Krauss,3,2,1,,,,,
Yakima,SLAVIN  4606,Congress 4,4,L,Fred Krauss,8,2,6,,,,,
Yakima,S  AIRPORT  4607,Congress 4,4,L,Fred Krauss,1,1,0,,,,,
Yakima,S  COWICHE  4609,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,S  GRANDVIEW  4610,Congress 4,4,L,Fred Krauss,2,2,0,,,,,
Yakima,S  HOLLAND  4611,Congress 4,4,L,Fred Krauss,6,3,3,,,,,
Yakima,S  NOB  HILL  4613,Congress 4,4,L,Fred Krauss,3,1,2,,,,,
Yakima,S  SUNNYSIDE  4615,Congress 4,4,L,Fred Krauss,5,1,4,,,,,
Yakima,S  TOPPENISH  4616,Congress 4,4,L,Fred Krauss,2,1,1,,,,,
Yakima,SUNNYVALLEY  4618,Congress 4,4,L,Fred Krauss,2,1,1,,,,,
Yakima,SUNTIDES  4621,Congress 4,4,L,Fred Krauss,6,3,3,,,,,
Yakima,S  ZILLAH  4622,Congress 4,4,L,Fred Krauss,3,3,0,,,,,
Yakima,S  AHTANUM  4623,Congress 4,4,L,Fred Krauss,7,3,4,,,,,
Yakima,S  HILLS  4624,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,S  WENAS  4625,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,SUMMITVIEW  4626,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,S  NACHES  HGHTS  4627,Congress 4,4,L,Fred Krauss,1,0,1,,,,,
Yakima,S  OUTLOOK 4628,Congress 4,4,L,Fred Krauss,1,1,0,,,,,
Yakima,TAMPICO 4801,Congress 4,4,L,Fred Krauss,16,9,7,,,,,
Yakima,TERRACE  HGTS  4802,Congress 4,4,L,Fred Krauss,12,2,10,,,,,
Yakima,WANETA  5001,Congress 4,4,L,Fred Krauss,4,3,1,,,,,
Yakima,WENDELL  PHILLIPS 5002 ,Congress 4,4,L,Fred Krauss,6,3,3,,,,,
Yakima,W  AHTANUM  5003,Congress 4,4,L,Fred Krauss,19,9,10,,,,,
Yakima,W  NOB  HILL  5006,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,W  PARKER  5007,Congress 4,4,L,Fred Krauss,0,0,0,,,,,
Yakima,W  WAPATO  5009,Congress 4,4,L,Fred Krauss,11,7,4,,,,,
Yakima,WESTVIEW  5010,Congress 4,4,L,Fred Krauss,4,4,0,,,,,
Yakima,WESTWOOD  5011,Congress 4,4,L,Fred Krauss,9,5,4,,,,,
Yakima,WHITE  SWAN  5012,Congress 4,4,L,Fred Krauss,13,7,6,,,,,
Yakima,WIDE  HOLLOW  5013,Congress 4,4,L,Fred Krauss,7,2,5,,,,,
Yakima,WILEY  CITY  5014,Congress 4,4,L,Fred Krauss,4,2,2,,,,,
Yakima,W  SELAH  5016,Congress 4,4,L,Fred Krauss,11,4,7,,,,,
Yakima,W MOXEE  5017,Congress 4,4,L,Fred Krauss,4,3,1,,,,,
Yakima,WEST  VALLEY  5018,Congress 4,4,L,Fred Krauss,1,1,0,,,,,
Yakima,W  WASHINGTON  5020,Congress 4,4,L,Fred Krauss,10,5,5,,,,,
Yakima,YAKIMA  RIDGE  5101,Congress 4,4,L,Fred Krauss,4,2,2,,,,,
Yakima,ZIER  5201,Congress 4,4,L,Fred Krauss,3,2,1,,,,,
YAKIMA WA,YAKIMA WA,Congress 4,4,L,Fred Krauss,1144,551,593,,,,,
Yakima,YAKIMA  0101,Congress 4,,,write-ins,2,1,1,,,,,
Yakima,YAKIMA  0104,Congress 4,,,write-ins,1,0,1,,,,,
Yakima,YAKIMA  0105,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0109,Congress 4,,,write-ins,2,0,2,,,,,
Yakima,YAKIMA  0110,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0111,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0114,Congress 4,,,write-ins,1,0,1,,,,,
Yakima,YAKIMA  0116,Congress 4,,,write-ins,1,0,1,,,,,
Yakima,YAKIMA  0118,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0120,Congress 4,,,write-ins,1,1,0,,,,,
Yakima,YAKIMA  0123,Congress 4,,,write-ins,1,1,0,,,,,
Yakima,YAKIMA  0126,Congress 4,,,write-ins,2,0,2,,,,,
Yakima,YAKIMA  0127,Congress 4,,,write-ins,1,0,1,,,,,
Yakima,YAKIMA  0129,Congress 4,,,write-ins,2,0,2,,,,,
Yakima,YAKIMA  0131,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0133,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0134,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0136,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0138,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0140,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0142,Congress 4,,,write-ins,1,1,0,,,,,
Yakima,YAKIMA  0143,Congress 4,,,write-ins,0,0,,,,,,
Yakima,YAKIMA  0145,Congress 4,,,write-ins,1,1,0,,,,,
Yakima,YAKIMA  0146,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0149,Congress 4,,,write-ins,1,0,1,,,,,
Yakima,YAKIMA  0151,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0153,Congress 4,,,write-ins,1,0,1,,,,,
Yakima,YAKIMA  0154,Congress 4,,,write-ins,1,0,1,,,,,
Yakima,YAKIMA  0155,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0156,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0161,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0162,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0163,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0164,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0165,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0167,Congress 4,,,write-ins,1,0,1,,,,,
Yakima,YAKIMA  0169,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0170,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0172,Congress 4,,,write-ins,1,0,1,,,,,
Yakima,YAKIMA  0174,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0175,Congress 4,,,write-ins,0,0,0,,,,,
Yakima,YAKIMA  0176,Congress 4,,,write-ins,0,0,0,,,,,
