"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"President Democratic Party","FR","Hillary Clinton ","Pct 098(*)","98","0"
"President Democratic Party","FR","Bernie Sanders","Pct 098(*)","98","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 099","99","3"
"President Democratic Party","FR","Bernie Sanders","Pct 099","99","2"
"President Democratic Party","FR","Hillary Clinton ","Pct 100(*)","100","0"
"President Democratic Party","FR","Bernie Sanders","Pct 100(*)","100","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 101","101","7"
"President Democratic Party","FR","Bernie Sanders","Pct 101","101","4"
"President Democratic Party","FR","Hillary Clinton ","Pct 102(*)","102","0"
"President Democratic Party","FR","Bernie Sanders","Pct 102(*)","102","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 103(*)","103","0"
"President Democratic Party","FR","Bernie Sanders","Pct 103(*)","103","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 104(*)","104","0"
"President Democratic Party","FR","Bernie Sanders","Pct 104(*)","104","0"
"President Democratic Party","GA","Hillary Clinton ","Total","-1","94"
"President Democratic Party","GA","Bernie Sanders","Total","-1","93"
"President Democratic Party","GA","Hillary Clinton ","GROUSE-VOTE BY MAIL","101","0"
"President Democratic Party","GA","Bernie Sanders","GROUSE-VOTE BY MAIL","101","0"
"President Democratic Party","GA","Hillary Clinton ","MAYVIEW-VOTE BY MAIL","102","4"
"President Democratic Party","GA","Bernie Sanders","MAYVIEW-VOTE BY MAIL","102","2"
"President Democratic Party","GA","Hillary Clinton ","PATAHA(*)","103","0"
"President Democratic Party","GA","Bernie Sanders","PATAHA(*)","103","0"
"President Democratic Party","GA","Hillary Clinton ","PEOLA-VOTE BY MAIL(*)","104","0"
"President Democratic Party","GA","Bernie Sanders","PEOLA-VOTE BY MAIL(*)","104","0"
"President Democratic Party","GA","Hillary Clinton ","PING - VOTE BY MAIL(*)","105","0"
"President Democratic Party","GA","Bernie Sanders","PING - VOTE BY MAIL(*)","105","0"
"President Democratic Party","GA","Hillary Clinton ","PLEASANT-VB MAIL","106","2"
"President Democratic Party","GA","Bernie Sanders","PLEASANT-VB MAIL","106","4"
"President Democratic Party","GA","Hillary Clinton ","SCOGGIN - VB MAIL","109","6"
"President Democratic Party","GA","Bernie Sanders","SCOGGIN - VB MAIL","109","6"
"President Democratic Party","GA","Hillary Clinton ","TUCANNON - VB MAIL","110","3"
"President Democratic Party","GA","Bernie Sanders","TUCANNON - VB MAIL","110","2"
"President Democratic Party","GA","Hillary Clinton ","WARD 1","201","9"
"President Democratic Party","GA","Bernie Sanders","WARD 1","201","9"
"President Democratic Party","GA","Hillary Clinton ","WARD 2","202","22"
"President Democratic Party","GA","Bernie Sanders","WARD 2","202","19"
"President Democratic Party","GA","Hillary Clinton ","WARD 3","203","19"
"President Democratic Party","GA","Bernie Sanders","WARD 3","203","14"
"President Democratic Party","GA","Hillary Clinton ","WARD 4","204","17"
"President Democratic Party","GA","Bernie Sanders","WARD 4","204","19"
"President Democratic Party","GR","Hillary Clinton ","Total","-1","2377"
"President Democratic Party","GR","Bernie Sanders","Total","-1","2085"
"President Democratic Party","GR","Hillary Clinton ","Airport 1 001","1","39"
"President Democratic Party","GR","Bernie Sanders","Airport 1 001","1","44"
"President Democratic Party","GR","Hillary Clinton ","Beverly 002(*)","2","0"
"President Democratic Party","GR","Bernie Sanders","Beverly 002(*)","2","0"
"President Democratic Party","GR","Hillary Clinton ","Block 71 003","3","34"
"President Democratic Party","GR","Bernie Sanders","Block 71 003","3","48"
"President Democratic Party","GR","Hillary Clinton ","Cascade Fairgrnd 004","4","41"
"President Democratic Party","GR","Bernie Sanders","Cascade Fairgrnd 004","4","32"
"President Democratic Party","GR","Hillary Clinton ","Coulee City 005","5","14"
"President Democratic Party","GR","Bernie Sanders","Coulee City 005","5","11"
"President Democratic Party","GR","Hillary Clinton ","Coulee Cty Rur W 006","6","14"
"President Democratic Party","GR","Bernie Sanders","Coulee Cty Rur W 006","6","4"
"President Democratic Party","GR","Hillary Clinton ","Electric City 007","7","57"
"President Democratic Party","GR","Bernie Sanders","Electric City 007","7","42"
"President Democratic Party","GR","Hillary Clinton ","Ephrata 5 008","8","48"
"President Democratic Party","GR","Bernie Sanders","Ephrata 5 008","8","43"
"President Democratic Party","GR","Hillary Clinton ","Ephrata 2 009","9","22"
"President Democratic Party","GR","Bernie Sanders","Ephrata 2 009","9","25"
"President Democratic Party","GR","Hillary Clinton ","Ephrata 3 010","10","34"
"President Democratic Party","GR","Bernie Sanders","Ephrata 3 010","10","37"
"President Democratic Party","GR","Hillary Clinton ","Ephrata 4 011","11","62"
"President Democratic Party","GR","Bernie Sanders","Ephrata 4 011","11","47"
"President Democratic Party","GR","Hillary Clinton ","Ephrata 7 012","12","34"
"President Democratic Party","GR","Bernie Sanders","Ephrata 7 012","12","36"
"President Democratic Party","GR","Hillary Clinton ","Ephrata 9 013","13","49"
"President Democratic Party","GR","Bernie Sanders","Ephrata 9 013","13","77"
"President Democratic Party","GR","Hillary Clinton ","Ephrata Rural ","14","11"
"President Democratic Party","GR","Bernie Sanders","Ephrata Rural ","14","24"
"President Democratic Party","GR","Hillary Clinton ","George 015","15","6"
"President Democratic Party","GR","Bernie Sanders","George 015","15","9"
"President Democratic Party","GR","Hillary Clinton ","George Rural 016","16","52"
"President Democratic Party","GR","Bernie Sanders","George Rural 016","16","40"
"President Democratic Party","GR","Hillary Clinton ","Gloyd 017","17","21"
"President Democratic Party","GR","Bernie Sanders","Gloyd 017","17","13"
"President Democratic Party","GR","Hillary Clinton ","Grand Coulee 018","18","63"
"President Democratic Party","GR","Bernie Sanders","Grand Coulee 018","18","43"
"President Democratic Party","GR","Hillary Clinton ","Hartline 019","19","3"
"President Democratic Party","GR","Bernie Sanders","Hartline 019","19","4"
"President Democratic Party","GR","Hillary Clinton ","Hartline Rural S 020(*)","20","0"
"President Democratic Party","GR","Bernie Sanders","Hartline Rural S 020(*)","20","0"
"President Democratic Party","GR","Hillary Clinton ","Lakeview Park 021","21","18"
"President Democratic Party","GR","Bernie Sanders","Lakeview Park 021","21","18"
"President Democratic Party","GR","Hillary Clinton ","Longview 022","22","39"
"President Democratic Party","GR","Bernie Sanders","Longview 022","22","25"
"President Democratic Party","GR","Hillary Clinton ","Mae 023","23","73"
"President Democratic Party","GR","Bernie Sanders","Mae 023","23","55"
"President Democratic Party","GR","Hillary Clinton ","Marlin 024(*)","24","0"
"President Democratic Party","GR","Bernie Sanders","Marlin 024(*)","24","0"
"President Democratic Party","GR","Hillary Clinton ","Marlin Rural 025","25","3"
"President Democratic Party","GR","Bernie Sanders","Marlin Rural 025","25","4"
"President Democratic Party","GR","Hillary Clinton ","Mattawa 026","26","26"
"President Democratic Party","GR","Bernie Sanders","Mattawa 026","26","34"
"President Democratic Party","GR","Hillary Clinton ","Mattawa Rural 027","27","73"
"President Democratic Party","GR","Bernie Sanders","Mattawa Rural 027","27","64"
"President Democratic Party","GR","Hillary Clinton ","McConihe 1 028","28","20"
"President Democratic Party","GR","Bernie Sanders","McConihe 1 028","28","16"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 5 029","29","34"
"President Democratic Party","GR","Bernie Sanders","Moses Lake 5 029","29","39"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 3 030","30","54"
"President Democratic Party","GR","Bernie Sanders","Moses Lake 3 030","30","66"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 4 031","31","38"
"President Democratic Party","GR","Bernie Sanders","Moses Lake 4 031","31","57"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 6 032","32","91"
"President Democratic Party","GR","Bernie Sanders","Moses Lake 6 032","32","69"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 7 033","33","60"
"President Democratic Party","GR","Bernie Sanders","Moses Lake 7 033","33","54"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 8 034","34","95"
"President Democratic Party","GR","Bernie Sanders","Moses Lake 8 034","34","71"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 11 035","35","57"
"President Democratic Party","GR","Bernie Sanders","Moses Lake 11 035","35","73"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 12 036","36","47"
"President Democratic Party","GR","Bernie Sanders","Moses Lake 12 036","36","50"
"President Democratic Party","GR","Hillary Clinton ","North Banks Lake 037","37","16"
"President Democratic Party","GR","Bernie Sanders","North Banks Lake 037","37","15"
"President Democratic Party","GR","Hillary Clinton ","O Sullivan Dam 1 038","38","27"
"President Democratic Party","GR","Bernie Sanders","O Sullivan Dam 1 038","38","17"
"President Democratic Party","GR","Hillary Clinton ","Quincy 1 039","39","72"
"President Democratic Party","GR","Bernie Sanders","Quincy 1 039","39","52"
"President Democratic Party","GR","Hillary Clinton ","Quincy 4 040","40","37"
"President Democratic Party","GR","Bernie Sanders","Quincy 4 040","40","27"
"President Democratic Party","GR","Hillary Clinton ","Quincy 6 041","41","90"
"President Democratic Party","GR","Bernie Sanders","Quincy 6 041","41","44"
"President Democratic Party","GR","Hillary Clinton ","Quincy Rural N 042","42","23"
"President Democratic Party","GR","Bernie Sanders","Quincy Rural N 042","42","19"
"President Democratic Party","GR","Hillary Clinton ","Royal Camp 043","43","44"
"President Democratic Party","GR","Bernie Sanders","Royal Camp 043","43","24"
"President Democratic Party","GR","Hillary Clinton ","Royal City 044","44","21"
"President Democratic Party","GR","Bernie Sanders","Royal City 044","44","17"
"President Democratic Party","GR","Hillary Clinton ","Ruff 045(*)","45","0"
"President Democratic Party","GR","Bernie Sanders","Ruff 045(*)","45","0"
"President Democratic Party","GR","Hillary Clinton ","Smyrna 1 046","46","13"
"President Democratic Party","GR","Bernie Sanders","Smyrna 1 046","46","11"
"President Democratic Party","GR","Hillary Clinton ","Soap Lake 1 047","47","33"
"President Democratic Party","GR","Bernie Sanders","Soap Lake 1 047","47","45"
"President Democratic Party","GR","Hillary Clinton ","Soap Lake Rur E ","48","8"
"President Democratic Party","GR","Bernie Sanders","Soap Lake Rur E ","48","10"
"President Democratic Party","GR","Hillary Clinton ","Stratford 049(*)","49","0"
"President Democratic Party","GR","Bernie Sanders","Stratford 049(*)","49","0"
"President Democratic Party","GR","Hillary Clinton ","Warden 050","50","45"
"President Democratic Party","GR","Bernie Sanders","Warden 050","50","21"
"President Democratic Party","GR","Hillary Clinton ","Warden Rural 051","51","22"
"President Democratic Party","GR","Bernie Sanders","Warden Rural 051","51","29"
"President Democratic Party","GR","Hillary Clinton ","Soap Lake 2 052","52","27"
"President Democratic Party","GR","Bernie Sanders","Soap Lake 2 052","52","35"
"President Democratic Party","GR","Hillary Clinton ","Westslope 1 053(*)","53","0"
"President Democratic Party","GR","Bernie Sanders","Westslope 1 053(*)","53","0"
"President Democratic Party","GR","Hillary Clinton ","Wheeler 1 054","54","26"
"President Democratic Party","GR","Bernie Sanders","Wheeler 1 054","54","15"
"President Democratic Party","GR","Hillary Clinton ","Wilson Creek 055","55","11"
"President Democratic Party","GR","Bernie Sanders","Wilson Creek 055","55","14"
"President Democratic Party","GR","Hillary Clinton ","Wilson Crk Rural 056","56","2"
"President Democratic Party","GR","Bernie Sanders","Wilson Crk Rural 056","56","2"
"President Democratic Party","GR","Hillary Clinton ","Airport 2 057","57","31"
"President Democratic Party","GR","Bernie Sanders","Airport 2 057","57","40"
"President Democratic Party","GR","Hillary Clinton ","Cascade Valley 058","58","70"
"President Democratic Party","GR","Bernie Sanders","Cascade Valley 058","58","60"
"President Democratic Party","GR","Hillary Clinton ","Westslope 2 059","59","2"
"President Democratic Party","GR","Bernie Sanders","Westslope 2 059","59","6"
"President Democratic Party","GR","Hillary Clinton ","Smyrna 2 060(*)","60","0"
"President Democratic Party","GR","Bernie Sanders","Smyrna 2 060(*)","60","0"
"President Democratic Party","GR","Hillary Clinton ","East Wahluke 061","61","4"
"President Democratic Party","GR","Bernie Sanders","East Wahluke 061","61","3"
"President Democratic Party","GR","Hillary Clinton ","Coulee Cty Rur E 062(*)","62","0"
"President Democratic Party","GR","Bernie Sanders","Coulee Cty Rur E 062(*)","62","0"
"President Democratic Party","GR","Hillary Clinton ","McConihe 2 063","63","22"
"President Democratic Party","GR","Bernie Sanders","McConihe 2 063","63","23"
"President Democratic Party","GR","Hillary Clinton ","Quincy Rural S 064","64","56"
"President Democratic Party","GR","Bernie Sanders","Quincy Rural S 064","64","36"
"President Democratic Party","GR","Hillary Clinton ","Greenfield 065","65","3"
"President Democratic Party","GR","Bernie Sanders","Greenfield 065","65","5"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 1 066","66","20"
"President Democratic Party","GR","Bernie Sanders","Moses Lake 1 066","66","33"
"President Democratic Party","GR","Hillary Clinton ","Moses Lake 2 067","67","72"
