PRECINCT,POSITION,DISTRICT CODE,PARTY,CANDIDATE NAME,VOTES
3139,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,397
3140,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,529
3141,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,398
3142,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,393
3143,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,535
3144,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,466
3145,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,392
3146,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,567
3147,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,503
3148,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,319
3149,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,495
3150,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,664
3151,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,473
3152,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,614
3153,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,494
3154,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,361
3155,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,587
3156,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,580
3157,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,716
3158,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,610
3159,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,502
3160,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,551
3161,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,384
3162,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,435
3163,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,482
3164,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,496
3165,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,464
4000,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,576
4001,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,769
4002,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,886
4003,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,679
4004,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,558
4005,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,792
4006,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,709
4007,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,376
4008,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,324
4009,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,493
4010,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,387
4011,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,692
4012,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,672
4013,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,432
4014,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,298
4015,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,722
4016,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,937
4017,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,574
4018,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,333
4019,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,402
4020,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,585
4021,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,489
4022,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,493
4023,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,157
4024,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,717
4025,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,809
4026,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,476
4027,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,374
4028,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,765
4029,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,510
4100,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,0
4101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,82
4200,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,424
4201,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,239
4300,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1206
4301,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1108
4400,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,483
4401,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,620
4402,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,521
4403,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,629
4404,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,793
4405,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,418
4406,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,637
4407,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,619
4408,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,750
4409,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,795
4410,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1302
4411,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,445
4412,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,928
4413,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,591
4414,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,627
4415,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,843
4416,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,644
4417,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,557
4418,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1008
4419,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,579
4420,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,555
4421,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,450
4422,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,557
4423,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,790
4424,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,560
4425,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,467
4426,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,780
4427,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,707
4428,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1076
4429,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,741
4430,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,609
4431,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,453
4432,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,646
4433,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,735
4434,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,819
4435,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,626
4436,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,790
4437,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,893
4438,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,431
4439,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,620
4440,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,840
4441,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,438
6000,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,562
6001,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1049
6002,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,585
6003,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,403
6004,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,537
6005,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1030
6006,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,550
6007,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,419
6008,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,241
6009,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,984
6010,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,580
6011,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,376
6012,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,358
6014,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,675
6015,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,613
6016,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,440
6017,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,44
6018,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,644
6019,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,726
6020,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,989
6021,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,39
6022,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,549
6023,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,735
6024,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,575
6025,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,134
6026,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,369
6027,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,487
6028,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,116
6029,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,493
6030,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,483
6031,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,551
6032,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,500
6033,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,530
6034,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,469
6035,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,507
6036,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,533
6037,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,509
6038,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,444
6039,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,451
6100,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,862
6101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,768
6102,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,568
6103,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,705
6104,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,766
6105,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1172
6106,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,675
6107,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,474
6108,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,625
6109,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,594
6110,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,530
6111,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,560
6112,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,755
6113,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,488
6114,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,440
6115,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,385
6116,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1270
6117,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,601
6118,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,534
6119,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,651
6120,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,562
6121,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,550
6122,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,423
6123,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,589
6124,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,543
6125,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,579
6126,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,661
6127,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,683
6128,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,719
6129,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,700
6130,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,529
6131,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,432
6132,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,687
6133,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,787
6134,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,135
6135,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1051
6136,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,805
6137,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1180
6138,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,715
6139,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,543
6140,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1219
6141,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,803
6142,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,566
6143,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,496
6144,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,756
6145,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,606
6146,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,688
6147,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,667
6148,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,558
6149,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,743
6150,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,455
6151,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,1146
6400,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,403
7000,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,654
7001,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,723
7002,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,479
7003,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,294
7004,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,490
7005,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,472
7006,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,521
7007,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,784
7008,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,909
7009,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,402
7010,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,710
7011,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,626
7012,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,557
7100,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,394
7101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,150
7200,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,224
7300,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,645
7301,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,396
9000,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,353
9001,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,247
9002,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,138
9003,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,991
9004,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,497
9005,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,618
9006,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,518
9007,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,880
9008,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,443
9009,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,637
9010,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,569
9011,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,254
9012,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,141
9013,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,205
9014,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,322
9015,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,872
9016,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,114
9017,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,142
9018,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,235
9019,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,569
9020,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,163
9100,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,732
9101,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,472
9200,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,468
9201,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,472
9202,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,361
9203,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,724
9300,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,113
9400,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,49
9500,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,208
9600,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,80
9700,BALLOTS CAST - TOTAL,,,BALLOTS CAST - TOTAL,170
3100,U S SENATOR,,DEM,MARIA CANTWELL,211
3101,U S SENATOR,,DEM,MARIA CANTWELL,185
3102,U S SENATOR,,DEM,MARIA CANTWELL,270
3103,U S SENATOR,,DEM,MARIA CANTWELL,182
3104,U S SENATOR,,DEM,MARIA CANTWELL,238
3105,U S SENATOR,,DEM,MARIA CANTWELL,237
3106,U S SENATOR,,DEM,MARIA CANTWELL,258
3107,U S SENATOR,,DEM,MARIA CANTWELL,291
3108,U S SENATOR,,DEM,MARIA CANTWELL,331
3109,U S SENATOR,,DEM,MARIA CANTWELL,266
3110,U S SENATOR,,DEM,MARIA CANTWELL,254
3111,U S SENATOR,,DEM,MARIA CANTWELL,275
3112,U S SENATOR,,DEM,MARIA CANTWELL,234
3113,U S SENATOR,,DEM,MARIA CANTWELL,137
3114,U S SENATOR,,DEM,MARIA CANTWELL,189
3115,U S SENATOR,,DEM,MARIA CANTWELL,212
3116,U S SENATOR,,DEM,MARIA CANTWELL,260
3117,U S SENATOR,,DEM,MARIA CANTWELL,258
3118,U S SENATOR,,DEM,MARIA CANTWELL,255
3119,U S SENATOR,,DEM,MARIA CANTWELL,267
3120,U S SENATOR,,DEM,MARIA CANTWELL,312
3121,U S SENATOR,,DEM,MARIA CANTWELL,232
3122,U S SENATOR,,DEM,MARIA CANTWELL,246
3123,U S SENATOR,,DEM,MARIA CANTWELL,215
3124,U S SENATOR,,DEM,MARIA CANTWELL,342
3125,U S SENATOR,,DEM,MARIA CANTWELL,243
3126,U S SENATOR,,DEM,MARIA CANTWELL,375
3127,U S SENATOR,,DEM,MARIA CANTWELL,428
3128,U S SENATOR,,DEM,MARIA CANTWELL,254
3129,U S SENATOR,,DEM,MARIA CANTWELL,427
3130,U S SENATOR,,DEM,MARIA CANTWELL,202
3131,U S SENATOR,,DEM,MARIA CANTWELL,267
3132,U S SENATOR,,DEM,MARIA CANTWELL,290
3133,U S SENATOR,,DEM,MARIA CANTWELL,288
3134,U S SENATOR,,DEM,MARIA CANTWELL,407
3135,U S SENATOR,,DEM,MARIA CANTWELL,280
3136,U S SENATOR,,DEM,MARIA CANTWELL,270
3137,U S SENATOR,,DEM,MARIA CANTWELL,216
3138,U S SENATOR,,DEM,MARIA CANTWELL,269
3139,U S SENATOR,,DEM,MARIA CANTWELL,245
3140,U S SENATOR,,DEM,MARIA CANTWELL,340
3141,U S SENATOR,,DEM,MARIA CANTWELL,244
3142,U S SENATOR,,DEM,MARIA CANTWELL,258
3143,U S SENATOR,,DEM,MARIA CANTWELL,311
3144,U S SENATOR,,DEM,MARIA CANTWELL,263
3145,U S SENATOR,,DEM,MARIA CANTWELL,208
3146,U S SENATOR,,DEM,MARIA CANTWELL,325
3147,U S SENATOR,,DEM,MARIA CANTWELL,315
3148,U S SENATOR,,DEM,MARIA CANTWELL,185
3149,U S SENATOR,,DEM,MARIA CANTWELL,312
3150,U S SENATOR,,DEM,MARIA CANTWELL,430
3151,U S SENATOR,,DEM,MARIA CANTWELL,318
3152,U S SENATOR,,DEM,MARIA CANTWELL,408
3153,U S SENATOR,,DEM,MARIA CANTWELL,315
3154,U S SENATOR,,DEM,MARIA CANTWELL,227
3155,U S SENATOR,,DEM,MARIA CANTWELL,307
3156,U S SENATOR,,DEM,MARIA CANTWELL,301
3157,U S SENATOR,,DEM,MARIA CANTWELL,408
3158,U S SENATOR,,DEM,MARIA CANTWELL,347
3159,U S SENATOR,,DEM,MARIA CANTWELL,275
3160,U S SENATOR,,DEM,MARIA CANTWELL,367
3161,U S SENATOR,,DEM,MARIA CANTWELL,259
3162,U S SENATOR,,DEM,MARIA CANTWELL,257
3163,U S SENATOR,,DEM,MARIA CANTWELL,294
3164,U S SENATOR,,DEM,MARIA CANTWELL,341
3165,U S SENATOR,,DEM,MARIA CANTWELL,295
4000,U S SENATOR,,DEM,MARIA CANTWELL,242
4001,U S SENATOR,,DEM,MARIA CANTWELL,322
4002,U S SENATOR,,DEM,MARIA CANTWELL,364
4003,U S SENATOR,,DEM,MARIA CANTWELL,232
4004,U S SENATOR,,DEM,MARIA CANTWELL,198
4005,U S SENATOR,,DEM,MARIA CANTWELL,319
4006,U S SENATOR,,DEM,MARIA CANTWELL,255
4007,U S SENATOR,,DEM,MARIA CANTWELL,172
4008,U S SENATOR,,DEM,MARIA CANTWELL,113
4009,U S SENATOR,,DEM,MARIA CANTWELL,186
4010,U S SENATOR,,DEM,MARIA CANTWELL,151
4011,U S SENATOR,,DEM,MARIA CANTWELL,257
4012,U S SENATOR,,DEM,MARIA CANTWELL,251
4013,U S SENATOR,,DEM,MARIA CANTWELL,182
4014,U S SENATOR,,DEM,MARIA CANTWELL,140
4015,U S SENATOR,,DEM,MARIA CANTWELL,310
4016,U S SENATOR,,DEM,MARIA CANTWELL,414
4017,U S SENATOR,,DEM,MARIA CANTWELL,252
4018,U S SENATOR,,DEM,MARIA CANTWELL,144
4019,U S SENATOR,,DEM,MARIA CANTWELL,198
4020,U S SENATOR,,DEM,MARIA CANTWELL,226
4021,U S SENATOR,,DEM,MARIA CANTWELL,217
4022,U S SENATOR,,DEM,MARIA CANTWELL,208
4023,U S SENATOR,,DEM,MARIA CANTWELL,58
4024,U S SENATOR,,DEM,MARIA CANTWELL,274
4025,U S SENATOR,,DEM,MARIA CANTWELL,273
4026,U S SENATOR,,DEM,MARIA CANTWELL,148
4027,U S SENATOR,,DEM,MARIA CANTWELL,138
4028,U S SENATOR,,DEM,MARIA CANTWELL,352
4029,U S SENATOR,,DEM,MARIA CANTWELL,219
4100,U S SENATOR,,DEM,MARIA CANTWELL,0
4101,U S SENATOR,,DEM,MARIA CANTWELL,48
4200,U S SENATOR,,DEM,MARIA CANTWELL,231
4201,U S SENATOR,,DEM,MARIA CANTWELL,134
4300,U S SENATOR,,DEM,MARIA CANTWELL,516
4301,U S SENATOR,,DEM,MARIA CANTWELL,381
4400,U S SENATOR,,DEM,MARIA CANTWELL,246
4401,U S SENATOR,,DEM,MARIA CANTWELL,288
4402,U S SENATOR,,DEM,MARIA CANTWELL,243
4403,U S SENATOR,,DEM,MARIA CANTWELL,314
4404,U S SENATOR,,DEM,MARIA CANTWELL,381
4405,U S SENATOR,,DEM,MARIA CANTWELL,210
4406,U S SENATOR,,DEM,MARIA CANTWELL,349
4407,U S SENATOR,,DEM,MARIA CANTWELL,328
4408,U S SENATOR,,DEM,MARIA CANTWELL,294
4409,U S SENATOR,,DEM,MARIA CANTWELL,364
4410,U S SENATOR,,DEM,MARIA CANTWELL,584
4411,U S SENATOR,,DEM,MARIA CANTWELL,191
4412,U S SENATOR,,DEM,MARIA CANTWELL,387
4413,U S SENATOR,,DEM,MARIA CANTWELL,284
4414,U S SENATOR,,DEM,MARIA CANTWELL,301
4415,U S SENATOR,,DEM,MARIA CANTWELL,436
4416,U S SENATOR,,DEM,MARIA CANTWELL,353
4417,U S SENATOR,,DEM,MARIA CANTWELL,314
4418,U S SENATOR,,DEM,MARIA CANTWELL,499
4419,U S SENATOR,,DEM,MARIA CANTWELL,289
4420,U S SENATOR,,DEM,MARIA CANTWELL,281
4421,U S SENATOR,,DEM,MARIA CANTWELL,236
4422,U S SENATOR,,DEM,MARIA CANTWELL,282
4423,U S SENATOR,,DEM,MARIA CANTWELL,383
4424,U S SENATOR,,DEM,MARIA CANTWELL,262
4425,U S SENATOR,,DEM,MARIA CANTWELL,212
4426,U S SENATOR,,DEM,MARIA CANTWELL,347
4427,U S SENATOR,,DEM,MARIA CANTWELL,327
4428,U S SENATOR,,DEM,MARIA CANTWELL,499
4429,U S SENATOR,,DEM,MARIA CANTWELL,318
4430,U S SENATOR,,DEM,MARIA CANTWELL,282
4431,U S SENATOR,,DEM,MARIA CANTWELL,218
4432,U S SENATOR,,DEM,MARIA CANTWELL,282
4433,U S SENATOR,,DEM,MARIA CANTWELL,346
4434,U S SENATOR,,DEM,MARIA CANTWELL,339
4435,U S SENATOR,,DEM,MARIA CANTWELL,271
4436,U S SENATOR,,DEM,MARIA CANTWELL,292
4437,U S SENATOR,,DEM,MARIA CANTWELL,434
4438,U S SENATOR,,DEM,MARIA CANTWELL,172
4439,U S SENATOR,,DEM,MARIA CANTWELL,311
4440,U S SENATOR,,DEM,MARIA CANTWELL,365
4441,U S SENATOR,,DEM,MARIA CANTWELL,249
6000,U S SENATOR,,DEM,MARIA CANTWELL,220
6001,U S SENATOR,,DEM,MARIA CANTWELL,425
6002,U S SENATOR,,DEM,MARIA CANTWELL,228
6003,U S SENATOR,,DEM,MARIA CANTWELL,175
