,,,,,Registration,Votes,
33435141,McLane,U S Senate,,D,Maria Cantwell,190,
33422143,Bush,U S Senate,,D,Maria Cantwell,48,
33435144,Black Lake,U S Senate,,D,Maria Cantwell,273,
33420145,Delphi,U S Senate,,D,Maria Cantwell,203,
33420146,S Union,U S Senate,,D,Maria Cantwell,325,
33420147,Plumb,U S Senate,,D,Maria Cantwell,248,
33420148,Scatter Creek,U S Senate,,D,Maria Cantwell,118,
33420149,McIntosh,U S Senate,,D,Maria Cantwell,295,
33420150,Violet Prairie,U S Senate,,D,Maria Cantwell,180,
33420151,Littlerock,U S Senate,,D,Maria Cantwell,308,
33420152,Gate,U S Senate,,D,Maria Cantwell,126,
33420153,Rochester 1,U S Senate,,D,Maria Cantwell,120,
33420154,Rochester 2,U S Senate,,D,Maria Cantwell,120,
33420155,Scott Lake N,U S Senate,,D,Maria Cantwell,103,
33420156,Grand Mound,U S Senate,,D,Maria Cantwell,98,
33420157,Gibson Valley,U S Senate,,D,Maria Cantwell,30,
33420158,Skookumchuck,U S Senate,,D,Maria Cantwell,190,
93422159,Meridian,U S Senate,,D,Maria Cantwell,92,
93422160,Johnson Point,U S Senate,,D,Maria Cantwell,259,
33422161,Wards,U S Senate,,D,Maria Cantwell,138,
93422162,Thompson,U S Senate,,D,Maria Cantwell,160,
33422163,Smith Lake,U S Senate,,D,Maria Cantwell,195,
33435164,Evergreen Shores,U S Senate,,D,Maria Cantwell,194,
33420165,Sunwood Lakes,U S Senate,,D,Maria Cantwell,199,
33420166,Eaton Creek,U S Senate,,D,Maria Cantwell,113,
93420167,Hawks Ridge,U S Senate,,D,Maria Cantwell,104,
93422168,Holmes,U S Senate,,D,Maria Cantwell,207,
93402169,McAllister Creek,U S Senate,,D,Maria Cantwell,173,
33420170,Rochester 3,U S Senate,,D,Maria Cantwell,145,
33420171,Waddell Creek,U S Senate,,D,Maria Cantwell,173,
33422172,Tykle Cove,U S Senate,,D,Maria Cantwell,238,
33435173,Camelot,U S Senate,,D,Maria Cantwell,139,
33422174,French,U S Senate,,D,Maria Cantwell,260,
33422175,Sunset Beach,U S Senate,,D,Maria Cantwell,319,
93422176,Henderson,U S Senate,,D,Maria Cantwell,283,
33422177,Israel,U S Senate,,D,Maria Cantwell,8,
93422178,Pattison,U S Senate,,D,Maria Cantwell,223,
93402179,Four Corners,U S Senate,,D,Maria Cantwell,369,
33420180,Stedman,U S Senate,,D,Maria Cantwell,173,
33422181,Glenwood,U S Senate,,D,Maria Cantwell,56,
33420182,Munn Lake,U S Senate,,D,Maria Cantwell,420,
93422183,Beach Crest,U S Senate,,D,Maria Cantwell,196,
33420184,Scheller,U S Senate,,D,Maria Cantwell,103,
93420185,Fair Oaks,U S Senate,,D,Maria Cantwell,154,
33422186,Wilderness,U S Senate,,D,Maria Cantwell,296,
93420187,Mullen,U S Senate,,D,Maria Cantwell,171,
93422189,Sleater Kinney,U S Senate,,D,Maria Cantwell,194,
33435190,Lakeside,U S Senate,,D,Maria Cantwell,117,
33435191,Gallagher Cove,U S Senate,,D,Maria Cantwell,373,
33420192,East Olympia,U S Senate,,D,Maria Cantwell,176,
93402193,Berry Valley,U S Senate,,D,Maria Cantwell,152,
93420194,Hartwood,U S Senate,,D,Maria Cantwell,305,
93422195,Libby,U S Senate,,D,Maria Cantwell,231,
93420196,Meadows,U S Senate,,D,Maria Cantwell,161,
93420197,Summerset,U S Senate,,D,Maria Cantwell,332,
33420198,Henness,U S Senate,,D,Maria Cantwell,257,
33420199,Beaver Creek,U S Senate,,D,Maria Cantwell,235,
33422201,Olympia 1,U S Senate,,D,Maria Cantwell,220,
33422202,Olympia 2,U S Senate,,D,Maria Cantwell,236,
33422203,Olympia 3,U S Senate,,D,Maria Cantwell,203,
33422204,Olympia 4,U S Senate,,D,Maria Cantwell,330,
33422205,Olmypia 5,U S Senate,,D,Maria Cantwell,138,
33422206,Olympia 6,U S Senate,,D,Maria Cantwell,311,
33422207,Olympia 7,U S Senate,,D,Maria Cantwell,130,
33422208,Olympia 8,U S Senate,,D,Maria Cantwell,248,
33422209,Olympia 9,U S Senate,,D,Maria Cantwell,378,
33422210,Olympia 10,U S Senate,,D,Maria Cantwell,331,
33422211,Olympia 11,U S Senate,,D,Maria Cantwell,283,
33422212,Olympia 12,U S Senate,,D,Maria Cantwell,324,
33422213,Olympia 13,U S Senate,,D,Maria Cantwell,283,
33422214,Olympia 14,U S Senate,,D,Maria Cantwell,229,
33422215,Olympia 15,U S Senate,,D,Maria Cantwell,241,
33422216,Olympia 16,U S Senate,,D,Maria Cantwell,45,
93422217,Olympia 17,U S Senate,,D,Maria Cantwell,165,
33422218,Olympia 18,U S Senate,,D,Maria Cantwell,262,
33422219,Olympia 19,U S Senate,,D,Maria Cantwell,217,
33422220,Olympia 20,U S Senate,,D,Maria Cantwell,130,
93422221,Olympia 21,U S Senate,,D,Maria Cantwell,462,
93422223,Olympia 23,U S Senate,,D,Maria Cantwell,406,
33422224,Olympia 24,U S Senate,,D,Maria Cantwell,255,
33422225,Olympia 25,U S Senate,,D,Maria Cantwell,197,
33422226,Olympia 26,U S Senate,,D,Maria Cantwell,221,
33422227,Olympia 27,U S Senate,,D,Maria Cantwell,87,
33422228,Olympia 28,U S Senate,,D,Maria Cantwell,288,
33422229,Olympia 29,U S Senate,,D,Maria Cantwell,263,
33422230,Olympia 30,U S Senate,,D,Maria Cantwell,246,
33422231,Olympia 31,U S Senate,,D,Maria Cantwell,175,
33422232,Olympia 32,U S Senate,,D,Maria Cantwell,269,
33422235,Olympia 35,U S Senate,,D,Maria Cantwell,241,
33422236,Olympia 36,U S Senate,,D,Maria Cantwell,132,
33422237,Olympia 37,U S Senate,,D,Maria Cantwell,191,
33422238,Olympia 38,U S Senate,,D,Maria Cantwell,57,
33422239,Olympia 39,U S Senate,,D,Maria Cantwell,219,
33422240,Olympia 40,U S Senate,,D,Maria Cantwell,231,
33422241,Olympia 41,U S Senate,,D,Maria Cantwell,334,
33422242,Olympia 42,U S Senate,,D,Maria Cantwell,186,
33422243,Olympia 43,U S Senate,,D,Maria Cantwell,304,
33422244,Olympia 44,U S Senate,,D,Maria Cantwell,137,
93422245,Olympia 45,U S Senate,,D,Maria Cantwell,143,
93422246,Olympia 46,U S Senate,,D,Maria Cantwell,374,
33422247,Olympia 47,U S Senate,,D,Maria Cantwell,271,
33422248,Olympia 48,U S Senate,,D,Maria Cantwell,243,
33422249,Olympia 49,U S Senate,,D,Maria Cantwell,303,
33422250,Olympia 50,U S Senate,,D,Maria Cantwell,184,
33422251,Olympia 51,U S Senate,,D,Maria Cantwell,298,
33422252,Olympia 52,U S Senate,,D,Maria Cantwell,142,
93422253,Olympia 53,U S Senate,,D,Maria Cantwell,176,
33422254,Olympia 54,U S Senate,,D,Maria Cantwell,192,
93422301,Lacey 1,U S Senate,,D,Maria Cantwell,75,
93422302,Lacey 2,U S Senate,,D,Maria Cantwell,147,
93422303,Lacey 3,U S Senate,,D,Maria Cantwell,209,
93422304,Lacey 4,U S Senate,,D,Maria Cantwell,111,
93422305,Lacey 5,U S Senate,,D,Maria Cantwell,156,
93422306,Lacey 6,U S Senate,,D,Maria Cantwell,84,
93422307,Lacey 7,U S Senate,,D,Maria Cantwell,170,
93422308,Lacey 8,U S Senate,,D,Maria Cantwell,102,
93422309,Lacey 9,U S Senate,,D,Maria Cantwell,95,
93422310,Lacey 10,U S Senate,,D,Maria Cantwell,267,
93422311,Lacey 11,U S Senate,,D,Maria Cantwell,166,
33422312,Lacey 12,U S Senate,,D,Maria Cantwell,21,
93422313,Lacey 13,U S Senate,,D,Maria Cantwell,104,
93422314,Lacey 14,U S Senate,,D,Maria Cantwell,86,
93422315,Lacey 15,U S Senate,,D,Maria Cantwell,189,
93422316,Lacey 16,U S Senate,,D,Maria Cantwell,211,
93422317,Lacey 17,U S Senate,,D,Maria Cantwell,156,
93422318,Lacey 18,U S Senate,,D,Maria Cantwell,214,
93422319,Lacey 19,U S Senate,,D,Maria Cantwell,136,
93422320,Lacey 20,U S Senate,,D,Maria Cantwell,95,
93422321,Lacey 21,U S Senate,,D,Maria Cantwell,112,
33422322,Lacey 22,U S Senate,,D,Maria Cantwell,521,
93422323,Lacey 23,U S Senate,,D,Maria Cantwell,83,
93422324,Lacey 24,U S Senate,,D,Maria Cantwell,664,
93422327,Lacey 27,U S Senate,,D,Maria Cantwell,196,
93422328,Lacey 28,U S Senate,,D,Maria Cantwell,110,
93422329,Lacey 29,U S Senate,,D,Maria Cantwell,221,
93422330,Lacey 30,U S Senate,,D,Maria Cantwell,254,
93422331,Lacey 31,U S Senate,,D,Maria Cantwell,315,
93422332,Lacey 32,U S Senate,,D,Maria Cantwell,236,
93422333,Lacey 33,U S Senate,,D,Maria Cantwell,137,
93422334,Lacey 34,U S Senate,,D,Maria Cantwell,105,
93422335,Lacey 35,U S Senate,,D,Maria Cantwell,100,
93422336,Lacey 36,U S Senate,,D,Maria Cantwell,48,
93422337,Lacey 37,U S Senate,,D,Maria Cantwell,82,
33422401,Tumwater 1,U S Senate,,D,Maria Cantwell,205,
33422402,Tumwater 2,U S Senate,,D,Maria Cantwell,258,
33422403,Tumwater 3,U S Senate,,D,Maria Cantwell,178,
33422404,Tumwater 4,U S Senate,,D,Maria Cantwell,124,
33422405,Tumwater 5,U S Senate,,D,Maria Cantwell,153,
33422406,Tumwater 6,U S Senate,,D,Maria Cantwell,239,
33422407,Tumwater 7,U S Senate,,D,Maria Cantwell,162,
33422408,Tumwater 8,U S Senate,,D,Maria Cantwell,246,
33422409,Tumwater 9,U S Senate,,D,Maria Cantwell,163,
33422410,Tumwater 10,U S Senate,,D,Maria Cantwell,238,
33422411,Tumwater 11,U S Senate,,D,Maria Cantwell,187,
33422412,Tumwater 12,U S Senate,,D,Maria Cantwell,221,
33422413,Tumwater 13,U S Senate,,D,Maria Cantwell,117,
33422414,Tumwater 14,U S Senate,,D,Maria Cantwell,121,
33422415,Tumwater 15,U S Senate,,D,Maria Cantwell,253,
33420418,Tumwater 18,U S Senate,,D,Maria Cantwell,3,
33422421,Tumwater 21,U S Senate,,D,Maria Cantwell,89,
33420423,Tumwater 23,U S Senate,,D,Maria Cantwell,6,
33435425,Tumwater 25,U S Senate,,D,Maria Cantwell,5,
33420501,Tenino 1,U S Senate,,D,Maria Cantwell,142,
33420502,Tenino 2,U S Senate,,D,Maria Cantwell,132,
93402601,Rainier 1,U S Senate,,D,Maria Cantwell,120,
93402602,Rainier 2,U S Senate,,D,Maria Cantwell,118,
93402701,Yelm 1,U S Senate,,D,Maria Cantwell,272,
93402702,Yelm 2,U S Senate,,D,Maria Cantwell,282,
33420801,Bucoda,U S Senate,,D,Maria Cantwell,102,
93499999,Suppressed voters,U S Senate,,D,Maria Cantwell,30,
TOTAL,THURSTON CO,U S Senate,,D,Maria Cantwell,49529,
93422039,Jones Beach,U S Senate,,R,Mike McGavick,100,
93420043,University N,U S Senate,,R,Mike McGavick,89,
33435044,Steamboat Island,U S Senate,,R,Mike McGavick,86,
33420045,Rocky Prairie,U S Senate,,R,Mike McGavick,116,
33402046,Lawrence Lake N,U S Senate,,R,Mike McGavick,144,
93422047,Woodard Creek,U S Senate,,R,Mike McGavick,136,
33420048,Michigan Hill,U S Senate,,R,Mike McGavick,134,
33420049,Scott Lake S,U S Senate,,R,Mike McGavick,116,
33420050,Salmon Creek,U S Senate,,R,Mike McGavick,90,
33420051,Spurgeon Creek,U S Senate,,R,Mike McGavick,205,
33420052,James,U S Senate,,R,Mike McGavick,187,
33420053,Vail,U S Senate,,R,Mike McGavick,195,
33420054,Rochester 5,U S Senate,,R,Mike McGavick,188,
33420055,Rochester 4,U S Senate,,R,Mike McGavick,148,
93402057,Medicine Creek,U S Senate,,R,Mike McGavick,77,
93422058,Skokomish,U S Senate,,R,Mike McGavick,66,
93402059,Pleasant Hill,U S Senate,,R,Mike McGavick,192,
33402060,Smith Prairie,U S Senate,,R,Mike McGavick,185,
33435061,Belmore,U S Senate,,R,Mike McGavick,283,
33420062,Black River,U S Senate,,R,Mike McGavick,181,
93422063,Ames,U S Senate,,R,Mike McGavick,92,
33422064,Airport,U S Senate,,R,Mike McGavick,13,
93422065,Luhr Beach,U S Senate,,R,Mike McGavick,178,
93422066,Fish Trap,U S Senate,,R,Mike McGavick,113,
33422069,Simmons 3,U S Senate,,R,Mike McGavick,5,
33422070,Simmons 4,U S Senate,,R,Mike McGavick,7,
93402074,Pines,U S Senate,,R,Mike McGavick,114,
93422075,Long Lake,U S Senate,,R,Mike McGavick,54,
93422076,Hawk Acres,U S Senate,,R,Mike McGavick,112,
33420077,Zenker Valley,U S Senate,,R,Mike McGavick,55,
93420078,Tri Lakes,U S Senate,,R,Mike McGavick,100,
93420079,University S,U S Senate,,R,Mike McGavick,99,
93422080,Tolmie,U S Senate,,R,Mike McGavick,78,
93420081,Military,U S Senate,,R,Mike McGavick,37,
93422082,Glen Terra,U S Senate,,R,Mike McGavick,36,
33420083,Prine,U S Senate,,R,Mike McGavick,29,
33422084,Trosper Lake,U S Senate,,R,Mike McGavick,19,
33435086,Greenridge,U S Senate,,R,Mike McGavick,73,
93422088,Woodland,U S Senate,,R,Mike McGavick,141,
33420089,Tilley,U S Senate,,R,Mike McGavick,235,
33422090,Sweet Briar,U S Senate,,R,Mike McGavick,192,
93402091,Deerbrush,U S Senate,,R,Mike McGavick,203,
93420092,Mushroom Corner,U S Senate,,R,Mike McGavick,196,
93420093,Traiblazer,U S Senate,,R,Mike McGavick,37,
33435094,Frye Cove,U S Senate,,R,Mike McGavick,138,
33435095,Oyster Bay,U S Senate,,R,Mike McGavick,156,
33435096,Summit Lake,U S Senate,,R,Mike McGavick,148,
33420097,Delridge,U S Senate,,R,Mike McGavick,42,
93420098,Marvin,U S Senate,,R,Mike McGavick,210,
33435099,Alpine,U S Senate,,R,Mike McGavick,224,
33420100,Hewitt Lake,U S Senate,,R,Mike McGavick,178,
93422101,Zangle,U S Senate,,R,Mike McGavick,136,
93422102,Boston Harbor,U S Senate,,R,Mike McGavick,88,
93422103,Gull Harbor,U S Senate,,R,Mike McGavick,81,
93422104,Friendly Harbor,U S Senate,,R,Mike McGavick,85,
93422105,South Bay,U S Senate,,R,Mike McGavick,188,
93422106,Puget,U S Senate,,R,Mike McGavick,196,
93422107,Bigelow,U S Senate,,R,Mike McGavick,144,
33422108,Kirsop,U S Senate,,R,Mike McGavick,95,
93422109,Pleasant Glade,U S Senate,,R,Mike McGavick,75,
93422110,Montgomery,U S Senate,,R,Mike McGavick,71,
93402111,Nisqually,U S Senate,,R,Mike McGavick,106,
93422112,Roosevelt,U S Senate,,R,Mike McGavick,172,
93422113,Kinwood,U S Senate,,R,Mike McGavick,200,
33422114,McKinley,U S Senate,,R,Mike McGavick,29,
93420115,Forest,U S Senate,,R,Mike McGavick,212,
93420116,St Clair,U S Senate,,R,Mike McGavick,168,
93422117,Hicks,U S Senate,,R,Mike McGavick,22,
93420118,Fleetwood,U S Senate,,R,Mike McGavick,257,
93420119,Lydia Hawk,U S Senate,,R,Mike McGavick,208,
33420120,Hays,U S Senate,,R,Mike McGavick,111,
33420121,Indian Summer,U S Senate,,R,Mike McGavick,309,
33420122,Chambers,U S Senate,,R,Mike McGavick,373,
33422123,Freedom,U S Senate,,R,Mike McGavick,196,
93402124,Fristoe,U S Senate,,R,Mike McGavick,116,
93402125,Deschutes,U S Senate,,R,Mike McGavick,167,
93402126,Longmire,U S Senate,,R,Mike McGavick,97,
33402127,Ruth Prairie,U S Senate,,R,Mike McGavick,81,
93402128,Weir Prairie,U S Senate,,R,Mike McGavick,205,
33422129,College,U S Senate,,R,Mike McGavick,14,
33402130,Bald Hills,U S Senate,,R,Mike McGavick,320,
33435131,Hunter Point,U S Senate,,R,Mike McGavick,93,
33435132,Griffin,U S Senate,,R,Mike McGavick,124,
33435133,Schneiders Prairie,U S Senate,,R,Mike McGavick,124,
33422134,Cooper Point,U S Senate,,R,Mike McGavick,149,
33422135,Butler Cove,U S Senate,,R,Mike McGavick,139,
33422136,Broadway,U S Senate,,R,Mike McGavick,215,
33402138,Lawrence Lake S,U S Senate,,R,Mike McGavick,95,
33422139,Plainview,U S Senate,,R,Mike McGavick,218,
33435140,Mud Bay,U S Senate,,R,Mike McGavick,117,
33435141,McLane,U S Senate,,R,Mike McGavick,100,
33422143,Bush,U S Senate,,R,Mike McGavick,44,
33435144,Black Lake,U S Senate,,R,Mike McGavick,210,
33420145,Delphi,U S Senate,,R,Mike McGavick,154,
33420146,S Union,U S Senate,,R,Mike McGavick,226,
33420147,Plumb,U S Senate,,R,Mike McGavick,177,
33420148,Scatter Creek,U S Senate,,R,Mike McGavick,107,
33420149,McIntosh,U S Senate,,R,Mike McGavick,193,
33420150,Violet Prairie,U S Senate,,R,Mike McGavick,194,
33420151,Littlerock,U S Senate,,R,Mike McGavick,269,
33420152,Gate,U S Senate,,R,Mike McGavick,141,
33420153,Rochester 1,U S Senate,,R,Mike McGavick,154,
33420154,Rochester 2,U S Senate,,R,Mike McGavick,116,
33420155,Scott Lake N,U S Senate,,R,Mike McGavick,67,
33420156,Grand Mound,U S Senate,,R,Mike McGavick,91,
33420157,Gibson Valley,U S Senate,,R,Mike McGavick,51,
33420158,Skookumchuck,U S Senate,,R,Mike McGavick,174,
93422159,Meridian,U S Senate,,R,Mike McGavick,73,
93422160,Johnson Point,U S Senate,,R,Mike McGavick,205,
33422161,Wards,U S Senate,,R,Mike McGavick,88,
93422162,Thompson,U S Senate,,R,Mike McGavick,86,
33422163,Smith Lake,U S Senate,,R,Mike McGavick,115,
33435164,Evergreen Shores,U S Senate,,R,Mike McGavick,93,
33420165,Sunwood Lakes,U S Senate,,R,Mike McGavick,139,
33420166,Eaton Creek,U S Senate,,R,Mike McGavick,102,
93420167,Hawks Ridge,U S Senate,,R,Mike McGavick,54,
93422168,Holmes,U S Senate,,R,Mike McGavick,156,
93402169,McAllister Creek,U S Senate,,R,Mike McGavick,129,
33420170,Rochester 3,U S Senate,,R,Mike McGavick,144,
33420171,Waddell Creek,U S Senate,,R,Mike McGavick,116,
33422172,Tykle Cove,U S Senate,,R,Mike McGavick,157,
33435173,Camelot,U S Senate,,R,Mike McGavick,120,
33422174,French,U S Senate,,R,Mike McGavick,136,
33422175,Sunset Beach,U S Senate,,R,Mike McGavick,130,
93422176,Henderson,U S Senate,,R,Mike McGavick,165,
33422177,Israel,U S Senate,,R,Mike McGavick,3,
93422178,Pattison,U S Senate,,R,Mike McGavick,170,
93402179,Four Corners,U S Senate,,R,Mike McGavick,296,
33420180,Stedman,U S Senate,,R,Mike McGavick,136,
33422181,Glenwood,U S Senate,,R,Mike McGavick,30,
33420182,Munn Lake,U S Senate,,R,Mike McGavick,276,
93422183,Beach Crest,U S Senate,,R,Mike McGavick,107,
33420184,Scheller,U S Senate,,R,Mike McGavick,70,
93420185,Fair Oaks,U S Senate,,R,Mike McGavick,96,
33422186,Wilderness,U S Senate,,R,Mike McGavick,184,
93420187,Mullen,U S Senate,,R,Mike McGavick,135,
93422189,Sleater Kinney,U S Senate,,R,Mike McGavick,93,
33435190,Lakeside,U S Senate,,R,Mike McGavick,85,
33435191,Gallagher Cove,U S Senate,,R,Mike McGavick,251,
33420192,East Olympia,U S Senate,,R,Mike McGavick,126,
93402193,Berry Valley,U S Senate,,R,Mike McGavick,122,
93420194,Hartwood,U S Senate,,R,Mike McGavick,279,
93422195,Libby,U S Senate,,R,Mike McGavick,115,
93420196,Meadows,U S Senate,,R,Mike McGavick,140,
93420197,Summerset,U S Senate,,R,Mike McGavick,257,
33420198,Henness,U S Senate,,R,Mike McGavick,271,
33420199,Beaver Creek,U S Senate,,R,Mike McGavick,253,
33422201,Olympia 1,U S Senate,,R,Mike McGavick,57,
33422202,Olympia 2,U S Senate,,R,Mike McGavick,89,
33422203,Olympia 3,U S Senate,,R,Mike McGavick,68,
33422204,Olympia 4,U S Senate,,R,Mike McGavick,89,
33422205,Olmypia 5,U S Senate,,R,Mike McGavick,28,
33422206,Olympia 6,U S Senate,,R,Mike McGavick,148,
33422207,Olympia 7,U S Senate,,R,Mike McGavick,32,
33422208,Olympia 8,U S Senate,,R,Mike McGavick,152,
33422209,Olympia 9,U S Senate,,R,Mike McGavick,191,
33422210,Olympia 10,U S Senate,,R,Mike McGavick,42,
33422211,Olympia 11,U S Senate,,R,Mike McGavick,51,
33422212,Olympia 12,U S Senate,,R,Mike McGavick,171,
33422213,Olympia 13,U S Senate,,R,Mike McGavick,55,
33422214,Olympia 14,U S Senate,,R,Mike McGavick,62,
33422215,Olympia 15,U S Senate,,R,Mike McGavick,47,
33422216,Olympia 16,U S Senate,,R,Mike McGavick,15,
93422217,Olympia 17,U S Senate,,R,Mike McGavick,101,
33422218,Olympia 18,U S Senate,,R,Mike McGavick,47,
33422219,Olympia 19,U S Senate,,R,Mike McGavick,92,
33422220,Olympia 20,U S Senate,,R,Mike McGavick,29,
93422221,Olympia 21,U S Senate,,R,Mike McGavick,127,
93422223,Olympia 23,U S Senate,,R,Mike McGavick,114,
33422224,Olympia 24,U S Senate,,R,Mike McGavick,79,
33422225,Olympia 25,U S Senate,,R,Mike McGavick,78,
33422226,Olympia 26,U S Senate,,R,Mike McGavick,56,
33422227,Olympia 27,U S Senate,,R,Mike McGavick,42,
33422228,Olympia 28,U S Senate,,R,Mike McGavick,66,
33422229,Olympia 29,U S Senate,,R,Mike McGavick,179,
33422230,Olympia 30,U S Senate,,R,Mike McGavick,41,
33422231,Olympia 31,U S Senate,,R,Mike McGavick,111,
33422232,Olympia 32,U S Senate,,R,Mike McGavick,149,
33422235,Olympia 35,U S Senate,,R,Mike McGavick,169,
33422236,Olympia 36,U S Senate,,R,Mike McGavick,29,
33422237,Olympia 37,U S Senate,,R,Mike McGavick,103,
33422238,Olympia 38,U S Senate,,R,Mike McGavick,18,
33422239,Olympia 39,U S Senate,,R,Mike McGavick,125,
33422240,Olympia 40,U S Senate,,R,Mike McGavick,87,
33422241,Olympia 41,U S Senate,,R,Mike McGavick,67,
33422242,Olympia 42,U S Senate,,R,Mike McGavick,48,
33422243,Olympia 43,U S Senate,,R,Mike McGavick,79,
33422244,Olympia 44,U S Senate,,R,Mike McGavick,10,
93422245,Olympia 45,U S Senate,,R,Mike McGavick,52,
93422246,Olympia 46,U S Senate,,R,Mike McGavick,170,
33422247,Olympia 47,U S Senate,,R,Mike McGavick,98,
33422248,Olympia 48,U S Senate,,R,Mike McGavick,113,
33422249,Olympia 49,U S Senate,,R,Mike McGavick,45,
33422250,Olympia 50,U S Senate,,R,Mike McGavick,41,
33422251,Olympia 51,U S Senate,,R,Mike McGavick,156,
33422252,Olympia 52,U S Senate,,R,Mike McGavick,57,
93422253,Olympia 53,U S Senate,,R,Mike McGavick,114,
