precinct,area,office,district,party,candidate,total,machine,hand
70012,Greenbluff r,Governor,abs,R,Dino Rossi,166,166,166
70022,Greenbluff r,Governor,abs,R,Dino Rossi,109,109,109
70032,Greenbluff r,Governor,abs,R,Dino Rossi,90,90,90
70042,Greenbluff r,Governor,abs,R,Dino Rossi,94,93,94
70052,Greenbluff r,Governor,abs,R,Dino Rossi,108,108,108
70062,West Plains r,Governor,abs,R,Dino Rossi,123,123,123
70072,West Plains r,Governor,abs,R,Dino Rossi,202,202,202
70082,West Plains r,Governor,abs,R,Dino Rossi,174,174,174
70092,West Plains r,Governor,abs,R,Dino Rossi,80,80,80
70102,West Plains r,Governor,abs,R,Dino Rossi,186,186,186
70112,Greenbluff r,Governor,abs,R,Dino Rossi,154,154,154
70122,Greenbluff r,Governor,abs,R,Dino Rossi,155,155,155
71002,Airway Heights,Governor,abs,R,Dino Rossi,175,175,175
71012,Airway Heights,Governor,abs,R,Dino Rossi,56,56,56
72002,Fairchild,Governor,abs,R,Dino Rossi,129,129,129
73002,Deer Park,Governor,abs,R,Dino Rossi,185,185,186
73012,Deer Park,Governor,abs,R,Dino Rossi,142,143,143
90002,Palouse r,Governor,abs,R,Dino Rossi,85,85,85
90032,Palouse r,Governor,abs,R,Dino Rossi,165,166,167
90042,Palouse r,Governor,abs,R,Dino Rossi,132,132,132
90052,Palouse r,Governor,abs,R,Dino Rossi,89,89,89
90062,Palouse r,Governor,abs,R,Dino Rossi,136,136,136
90072,West Plains r,Governor,abs,R,Dino Rossi,159,159,159
90082,West Plains r,Governor,abs,R,Dino Rossi,75,75,75
90092,West Plains r,Governor,abs,R,Dino Rossi,190,190,190
90102,Palouse r,Governor,abs,R,Dino Rossi,118,118,118
90152,Palouse r,Governor,abs,R,Dino Rossi,203,204,204
90192,Moran s,Governor,abs,R,Dino Rossi,116,116,116
91002,Medical Lake,Governor,abs,R,Dino Rossi,226,226,226
91012,Medical Lake,Governor,abs,R,Dino Rossi,127,127,127
92002,Cheney,Governor,abs,R,Dino Rossi,173,173,173
92012,Cheney,Governor,abs,R,Dino Rossi,135,135,135
92022,Cheney,Governor,abs,R,Dino Rossi,132,132,132
92032,Cheney,Governor,abs,R,Dino Rossi,239,239,239
95002,Fairfield,Governor,abs,R,Dino Rossi,78,78,78
31001,NOE,Governor,poll,R,Dino Rossi,123,123,123
31011,Hillyard,Governor,poll,R,Dino Rossi,115,115,115
31021,NOE,Governor,poll,R,Dino Rossi,197,197,197
31031,Hillyard,Governor,poll,R,Dino Rossi,114,114,114
31041,NOE,Governor,poll,R,Dino Rossi,139,139,139
31051,NOE,Governor,poll,R,Dino Rossi,134,134,134
31061,NOE,Governor,poll,R,Dino Rossi,171,171,171
31071,NOE,Governor,poll,R,Dino Rossi,168,168,168
31081,Shadle Park,Governor,poll,R,Dino Rossi,214,215,215
31091,Shadle Park,Governor,poll,R,Dino Rossi,195,195,195
31101,Shadle Park,Governor,poll,R,Dino Rossi,146,146,146
31111,Shadle Park,Governor,poll,R,Dino Rossi,172,172,172
31121,Hillyard,Governor,poll,R,Dino Rossi,154,155,155
31131,Hillyard,Governor,poll,R,Dino Rossi,91,91,91
31141,NOE,Governor,poll,R,Dino Rossi,93,93,93
31151,NOE,Governor,poll,R,Dino Rossi,134,134,134
31161,NOE,Governor,poll,R,Dino Rossi,176,176,176
31171,NOE,Governor,poll,R,Dino Rossi,179,179,179
31181,NOE,Governor,poll,R,Dino Rossi,131,131,131
31191,NOE,Governor,poll,R,Dino Rossi,159,159,159
31201,NOE,Governor,poll,R,Dino Rossi,154,154,154
31211,East Central,Governor,poll,R,Dino Rossi,132,132,132
31221,East Central,Governor,poll,R,Dino Rossi,137,137,137
31231,East Central,Governor,poll,R,Dino Rossi,145,145,145
31241,Shadle Park,Governor,poll,R,Dino Rossi,209,209,209
31251,Shadle Park,Governor,poll,R,Dino Rossi,170,170,170
31261,Shadle Park,Governor,poll,R,Dino Rossi,259,259,259
31271,Shadle Park,Governor,poll,R,Dino Rossi,295,295,295
31281,Shadle Park,Governor,poll,R,Dino Rossi,167,167,167
31291,South Hill,Governor,poll,R,Dino Rossi,232,232,232
31301,South Hill,Governor,poll,R,Dino Rossi,99,99,99
31311,East Central,Governor,poll,R,Dino Rossi,141,141,141
31321,South Hill,Governor,poll,R,Dino Rossi,172,172,172
31331,South Hill,Governor,poll,R,Dino Rossi,122,122,122
31341,South Hill,Governor,poll,R,Dino Rossi,185,186,186
31351,South Hill,Governor,poll,R,Dino Rossi,133,133,133
31361,Shadle Park,Governor,poll,R,Dino Rossi,141,141,141
31371,East Central,Governor,poll,R,Dino Rossi,158,158,158
31381,East Central,Governor,poll,R,Dino Rossi,171,171,171
31391,East Central,Governor,poll,R,Dino Rossi,135,135,135
31401,East Central,Governor,poll,R,Dino Rossi,216,216,216
31411,East Central,Governor,poll,R,Dino Rossi,129,129,129
31421,East Central,Governor,poll,R,Dino Rossi,170,170,170
31431,West Central,Governor,poll,R,Dino Rossi,200,200,200
31441,West Central,Governor,poll,R,Dino Rossi,157,157,157
31451,Shadle Park,Governor,poll,R,Dino Rossi,146,146,146
31461,West Central,Governor,poll,R,Dino Rossi,207,207,206
31471,West Central,Governor,poll,R,Dino Rossi,200,200,200
31481,West Central,Governor,poll,R,Dino Rossi,121,121,121
31491,West Central,Governor,poll,R,Dino Rossi,123,123,123
31501,West Central,Governor,poll,R,Dino Rossi,185,185,185
31511,West Central,Governor,poll,R,Dino Rossi,112,112,112
31521,Browne's Add,Governor,poll,R,Dino Rossi,187,187,187
31531,Browne's Add,Governor,poll,R,Dino Rossi,149,149,149
31541,East Central,Governor,poll,R,Dino Rossi,102,102,102
31551,South Hill,Governor,poll,R,Dino Rossi,264,264,264
31561,South Hill,Governor,poll,R,Dino Rossi,195,195,195
31571,South Hill,Governor,poll,R,Dino Rossi,245,246,246
31581,South Hill,Governor,poll,R,Dino Rossi,200,200,200
31591,South Hill,Governor,poll,R,Dino Rossi,174,174,174
31601,South Hill,Governor,poll,R,Dino Rossi,155,155,155
31611,South Hill,Governor,poll,R,Dino Rossi,113,113,113
31621,South Hill,Governor,poll,R,Dino Rossi,177,177,177
31631,South Hill,Governor,poll,R,Dino Rossi,170,170,170
31641,South Hill,Governor,poll,R,Dino Rossi,127,127,127
31651,South Hill,Governor,poll,R,Dino Rossi,183,183,183
40001,Greenbluff r,Governor,poll,R,Dino Rossi,274,274,274
40011,Greenbluff r,Governor,poll,R,Dino Rossi,377,377,377
40021,Greenbluff r,Governor,poll,R,Dino Rossi,418,418,418
40031,Colbert s,Governor,poll,R,Dino Rossi,338,338,338
40041,Greenbluff r,Governor,poll,R,Dino Rossi,279,279,279
40051,Greenbluff r,Governor,poll,R,Dino Rossi,361,361,361
40061,Colbert s,Governor,poll,R,Dino Rossi,337,337,337
40071,Greenbluff r,Governor,poll,R,Dino Rossi,137,137,137
40083,Greenbluff r,Governor,poll,R,Dino Rossi,237,238,238
40091,Greenbluff r,Governor,poll,R,Dino Rossi,286,286,286
40101,Greenbluff r,Governor,poll,R,Dino Rossi,151,151,151
40111,Greenbluff r,Governor,poll,R,Dino Rossi,319,319,319
40121,Greenbluff r,Governor,poll,R,Dino Rossi,304,309,309
40131,Greenbluff r,Governor,poll,R,Dino Rossi,168,168,168
40143,Foothills s,Governor,vbm,R,Dino Rossi,182,182,182
40151,Foothills s,Governor,poll,R,Dino Rossi,353,353,353
40161,Foothills s,Governor,poll,R,Dino Rossi,380,381,381
40171,Foothills s,Governor,poll,R,Dino Rossi,189,189,188
40181,Otis Orchards s,Governor,poll,R,Dino Rossi,164,164,164
40191,Otis Orchards s,Governor,poll,R,Dino Rossi,119,120,120
40201,Otis Orchards s,Governor,poll,R,Dino Rossi,267,272,272
40211,Otis Orchards s,Governor,poll,R,Dino Rossi,177,186,186
40221,Otis Orchards s,Governor,poll,R,Dino Rossi,177,179,179
40233,Palouse r,Governor,vbm,R,Dino Rossi,98,99,99
40241,Palouse r,Governor,poll,R,Dino Rossi,349,352,352
40251,Palouse r,Governor,poll,R,Dino Rossi,397,406,406
40263,Palouse r,Governor,vbm,R,Dino Rossi,250,256,256
40271,Palouse r,Governor,poll,R,Dino Rossi,172,176,176
40281,Palouse r,Governor,poll,R,Dino Rossi,338,349,349
40291,Palouse r,Governor,poll,R,Dino Rossi,227,228,228
41003,NOE,Governor,vbm,R,Dino Rossi,7,7,7
41013,East Central,Governor,vbm,R,Dino Rossi,59,59,59
42001,Millwood,Governor,poll,R,Dino Rossi,126,126,126
42011,Millwood,Governor,poll,R,Dino Rossi,74,74,74
43001,Liberty Lake,Governor,poll,R,Dino Rossi,472,480,480
43011,Liberty Lake,Governor,poll,R,Dino Rossi,470,473,474
44001,COSV,Governor,poll,R,Dino Rossi,213,213,213
44011,COSV,Governor,poll,R,Dino Rossi,254,254,254
44021,COSV,Governor,poll,R,Dino Rossi,174,175,175
44031,COSV,Governor,poll,R,Dino Rossi,241,241,241
44041,COSV,Governor,poll,R,Dino Rossi,268,271,271
44051,COSV,Governor,poll,R,Dino Rossi,179,179,179
44061,COSV,Governor,poll,R,Dino Rossi,255,261,261
44071,COSV,Governor,poll,R,Dino Rossi,205,205,205
44081,COSV,Governor,poll,R,Dino Rossi,334,335,335
44091,COSV,Governor,poll,R,Dino Rossi,374,381,381
44101,COSV,Governor,poll,R,Dino Rossi,566,569,569
44111,COSV,Governor,poll,R,Dino Rossi,196,196,196
44121,COSV,Governor,poll,R,Dino Rossi,405,409,409
44131,COSV,Governor,poll,R,Dino Rossi,234,234,234
44141,COSV,Governor,poll,R,Dino Rossi,238,238,238
44151,COSV,Governor,poll,R,Dino Rossi,319,322,322
44161,COSV,Governor,poll,R,Dino Rossi,241,241,241
44171,COSV,Governor,poll,R,Dino Rossi,243,243,243
44181,COSV,Governor,poll,R,Dino Rossi,376,384,385
44191,COSV,Governor,poll,R,Dino Rossi,251,252,252
44201,COSV,Governor,poll,R,Dino Rossi,214,214,214
44211,COSV,Governor,poll,R,Dino Rossi,175,175,175
44221,COSV,Governor,poll,R,Dino Rossi,199,199,199
44231,COSV,Governor,poll,R,Dino Rossi,296,296,296
44241,COSV,Governor,poll,R,Dino Rossi,242,244,244
44251,COSV,Governor,poll,R,Dino Rossi,175,175,176
44261,COSV,Governor,poll,R,Dino Rossi,352,352,352
44271,COSV,Governor,poll,R,Dino Rossi,336,336,336
44281,COSV,Governor,poll,R,Dino Rossi,439,439,439
44291,COSV,Governor,poll,R,Dino Rossi,309,309,309
44301,COSV,Governor,poll,R,Dino Rossi,235,235,235
44311,COSV,Governor,poll,R,Dino Rossi,151,151,151
44321,COSV,Governor,poll,R,Dino Rossi,273,273,273
44331,COSV,Governor,poll,R,Dino Rossi,319,319,319
44341,COSV,Governor,poll,R,Dino Rossi,341,341,341
44351,COSV,Governor,poll,R,Dino Rossi,259,259,259
44361,COSV,Governor,poll,R,Dino Rossi,393,393,393
44371,COSV,Governor,poll,R,Dino Rossi,384,384,384
44381,COSV,Governor,poll,R,Dino Rossi,170,170,170
44391,COSV,Governor,poll,R,Dino Rossi,266,266,266
44401,COSV,Governor,poll,R,Dino Rossi,328,328,328
44411,COSV,Governor,poll,R,Dino Rossi,143,143,143
60001,Greenbluff r,Governor,poll,R,Dino Rossi,301,301,301
60011,Greenbluff r,Governor,poll,R,Dino Rossi,568,569,569
60021,Colbert s,Governor,poll,R,Dino Rossi,296,297,297
60031,Colbert s,Governor,poll,R,Dino Rossi,169,169,169
60041,Colbert s,Governor,poll,R,Dino Rossi,217,217,217
60051,Colbert s,Governor,poll,R,Dino Rossi,523,523,523
60061,Colbert s,Governor,poll,R,Dino Rossi,234,234,234
60071,Colbert s,Governor,poll,R,Dino Rossi,167,167,167
60083,Colbert s,Governor,vbm,R,Dino Rossi,184,184,184
60091,Greenbluff r,Governor,poll,R,Dino Rossi,496,496,496
60101,Greenbluff r,Governor,poll,R,Dino Rossi,285,285,285
60111,Colbert s,Governor,poll,R,Dino Rossi,169,170,170
60121,Colbert s,Governor,poll,R,Dino Rossi,129,129,129
60141,Moran s,Governor,poll,R,Dino Rossi,349,350,350
60151,Whitworth s,Governor,poll,R,Dino Rossi,245,245,245
60161,Moran s,Governor,poll,R,Dino Rossi,321,321,321
60173,West Plains r,Governor,vbm,R,Dino Rossi,35,35,35
60181,Moran s,Governor,poll,R,Dino Rossi,361,361,361
60191,Moran s,Governor,poll,R,Dino Rossi,290,290,290
60201,Moran s,Governor,poll,R,Dino Rossi,415,415,415
60213,Palouse r,Governor,vbm,R,Dino Rossi,21,21,21
60221,West Plains r,Governor,poll,R,Dino Rossi,224,224,224
60231,Whitworth s,Governor,poll,R,Dino Rossi,342,342,342
60241,West Plains r,Governor,poll,R,Dino Rossi,268,268,268
60253,West Plains r,Governor,vbm,R,Dino Rossi,84,84,84
60261,West Plains r,Governor,poll,R,Dino Rossi,153,153,153
60271,Colbert s,Governor,poll,R,Dino Rossi,173,173,173
60283,Whitworth s,Governor,vbm,R,Dino Rossi,71,71,71
60291,Whitworth s,Governor,poll,R,Dino Rossi,160,160,160
60301,Whitworth s,Governor,poll,R,Dino Rossi,231,231,231
60311,Whitworth s,Governor,poll,R,Dino Rossi,266,267,267
60321,Whitworth s,Governor,poll,R,Dino Rossi,208,208,208
60331,Whitworth s,Governor,poll,R,Dino Rossi,285,285,285
60341,Whitworth s,Governor,poll,R,Dino Rossi,199,199,199
60351,Whitworth s,Governor,poll,R,Dino Rossi,252,252,252
60361,Whitworth s,Governor,poll,R,Dino Rossi,210,210,210
60371,Whitworth s,Governor,poll,R,Dino Rossi,223,223,223
60381,Whitworth s,Governor,poll,R,Dino Rossi,137,137,137
60391,Whitworth s,Governor,poll,R,Dino Rossi,171,171,171
61001,Indian Trail,Governor,poll,R,Dino Rossi,366,366,366
61011,Indian Trail,Governor,poll,R,Dino Rossi,350,350,350
61021,Indian Trail,Governor,poll,R,Dino Rossi,195,195,195
61031,Indian Trail,Governor,poll,R,Dino Rossi,281,281,281
61041,Indian Trail,Governor,poll,R,Dino Rossi,322,322,322
61051,Indian Trail,Governor,poll,R,Dino Rossi,535,535,535
61061,Civil War,Governor,poll,R,Dino Rossi,313,313,313
61071,Civil War,Governor,poll,R,Dino Rossi,210,210,210
61081,Indian Trail,Governor,poll,R,Dino Rossi,264,264,264
61091,Indian Trail,Governor,poll,R,Dino Rossi,295,295,295
61101,Indian Trail,Governor,poll,R,Dino Rossi,233,233,233
61111,Indian Trail,Governor,poll,R,Dino Rossi,221,222,222
61121,Indian Trail,Governor,poll,R,Dino Rossi,305,305,305
61131,Civil War,Governor,poll,R,Dino Rossi,204,204,204
61141,Civil War,Governor,poll,R,Dino Rossi,173,173,173
61151,Civil War,Governor,poll,R,Dino Rossi,155,155,155
61161,Civil War,Governor,poll,R,Dino Rossi,465,465,465
61171,Finch,Governor,poll,R,Dino Rossi,200,200,200
61181,Shadle Park,Governor,poll,R,Dino Rossi,218,218,218
61191,Shadle Park,Governor,poll,R,Dino Rossi,245,245,245
61201,Shadle Park,Governor,poll,R,Dino Rossi,206,206,206
61211,Shadle Park,Governor,poll,R,Dino Rossi,218,218,218
61221,Shadle Park,Governor,poll,R,Dino Rossi,172,172,172
61231,Shadle Park,Governor,poll,R,Dino Rossi,184,184,184
61241,Shadle Park,Governor,poll,R,Dino Rossi,190,190,190
61251,Shadle Park,Governor,poll,R,Dino Rossi,208,208,208
61261,Shadle Park,Governor,poll,R,Dino Rossi,254,254,254
61271,Shadle Park,Governor,poll,R,Dino Rossi,273,273,273
61281,Shadle Park,Governor,poll,R,Dino Rossi,261,261,261
61291,South Hill,Governor,poll,R,Dino Rossi,329,329,329
61301,South Hill,Governor,poll,R,Dino Rossi,258,258,258
61311,South Hill,Governor,poll,R,Dino Rossi,165,165,165
61321,South Hill,Governor,poll,R,Dino Rossi,185,185,185
61331,South Hill,Governor,poll,R,Dino Rossi,249,249,249
61343,Shadle Park,Governor,vbm,R,Dino Rossi,40,40,40
61351,South Hill,Governor,poll,R,Dino Rossi,316,316,316
61361,South Hill,Governor,poll,R,Dino Rossi,307,307,307
61371,South Hill,Governor,poll,R,Dino Rossi,517,517,517
61381,South Hill,Governor,poll,R,Dino Rossi,362,363,363
61391,South Hill,Governor,poll,R,Dino Rossi,180,180,180
61401,South Hill,Governor,poll,R,Dino Rossi,411,411,411
61411,South Hill,Governor,poll,R,Dino Rossi,203,203,203
61421,South Hill,Governor,poll,R,Dino Rossi,167,167,167
61431,South Hill,Governor,poll,R,Dino Rossi,116,116,116
61441,South Hill,Governor,poll,R,Dino Rossi,191,191,191
61451,South Hill,Governor,poll,R,Dino Rossi,214,214,214
61461,South Hill,Governor,poll,R,Dino Rossi,264,264,264
61471,South Hill,Governor,poll,R,Dino Rossi,224,224,224
61481,South Hill,Governor,poll,R,Dino Rossi,193,193,193
61491,South Hill,Governor,poll,R,Dino Rossi,326,326,326
61501,South Hill,Governor,poll,R,Dino Rossi,292,292,292
61511,South Hill,Governor,poll,R,Dino Rossi,429,429,429
64001,COSV,Governor,poll,R,Dino Rossi,192,192,192
70001,Greenbluff r,Governor,poll,R,Dino Rossi,262,262,262
70011,Greenbluff r,Governor,poll,R,Dino Rossi,320,320,320
70021,Greenbluff r,Governor,poll,R,Dino Rossi,223,223,223
70031,Greenbluff r,Governor,poll,R,Dino Rossi,127,127,127
70041,Greenbluff r,Governor,poll,R,Dino Rossi,292,292,292
70051,Greenbluff r,Governor,poll,R,Dino Rossi,220,220,220
70061,West Plains r,Governor,poll,R,Dino Rossi,245,245,245
70071,West Plains r,Governor,poll,R,Dino Rossi,410,411,411
70081,West Plains r,Governor,poll,R,Dino Rossi,450,450,450
70091,West Plains r,Governor,poll,R,Dino Rossi,159,160,160
70101,West Plains r,Governor,poll,R,Dino Rossi,284,284,284
70111,Greenbluff r,Governor,poll,R,Dino Rossi,275,275,275
70121,Greenbluff r,Governor,poll,R,Dino Rossi,215,215,215
71001,Airway Heights,Governor,poll,R,Dino Rossi,144,144,144
71011,Airway Heights,Governor,poll,R,Dino Rossi,73,73,73
72001,Fairchild,Governor,poll,R,Dino Rossi,359,359,359
73001,Deer Park,Governor,poll,R,Dino Rossi,261,261,262
73011,Deer Park,Governor,poll,R,Dino Rossi,130,130,130
90001,Palouse r,Governor,poll,R,Dino Rossi,158,158,158
90013,Palouse r,Governor,vbm,R,Dino Rossi,187,187,187
90023,Palouse r,Governor,vbm,R,Dino Rossi,124,124,124
90031,Palouse r,Governor,poll,R,Dino Rossi,586,586,586
90041,Palouse r,Governor,poll,R,Dino Rossi,197,197,197
90051,Palouse r,Governor,poll,R,Dino Rossi,328,328,328
90061,Palouse r,Governor,poll,R,Dino Rossi,186,186,186
90071,West Plains r,Governor,poll,R,Dino Rossi,349,349,349
90081,West Plains r,Governor,poll,R,Dino Rossi,171,171,171
90091,West Plains r,Governor,poll,R,Dino Rossi,283,283,283
90101,Palouse r,Governor,poll,R,Dino Rossi,240,240,240
90113,Palouse r,Governor,vbm,R,Dino Rossi,177,177,177
90123,Palouse r,Governor,vbm,R,Dino Rossi,113,113,113
90133,Palouse r,Governor,vbm,R,Dino Rossi,161,161,161
90143,Palouse r,Governor,vbm,R,Dino Rossi,261,261,261
90151,Palouse r,Governor,poll,R,Dino Rossi,421,421,421
90163,Palouse r,Governor,vbm,R,Dino Rossi,95,95,95
90173,Palouse r,Governor,vbm,R,Dino Rossi,134,134,134
90183,Palouse r,Governor,vbm,R,Dino Rossi,214,214,214
90191,Moran s,Governor,poll,R,Dino Rossi,258,258,258
90203,Palouse r,Governor,vbm,R,Dino Rossi,125,125,125
91001,Medical Lake,Governor,poll,R,Dino Rossi,258,258,258
91011,Medical Lake,Governor,poll,R,Dino Rossi,191,192,192
92001,Cheney,Governor,poll,R,Dino Rossi,180,180,180
92011,Cheney,Governor,poll,R,Dino Rossi,192,192,192
92021,Cheney,Governor,poll,R,Dino Rossi,186,186,186
92031,Cheney,Governor,poll,R,Dino Rossi,306,306,306
93003,Spangle,Governor,vbm,R,Dino Rossi,73,73,73
94003,Waverly,Governor,vbm,R,Dino Rossi,41,41,41
95001,Fairfield,Governor,poll,R,Dino Rossi,79,79,79
96003,Latah,Governor,vbm,R,Dino Rossi,65,65,65
97003,Rockford,Governor,vbm,R,Dino Rossi,129,129,129
31004,NOE,Governor,prov,R,Dino Rossi,10,10,10
31014,Hillyard,Governor,prov,R,Dino Rossi,18,18,18
31024,NOE,Governor,prov,R,Dino Rossi,15,15,15
31034,Hillyard,Governor,prov,R,Dino Rossi,7,7,7
31044,NOE,Governor,prov,R,Dino Rossi,2,2,2
31054,NOE,Governor,prov,R,Dino Rossi,0,0,0
31064,NOE,Governor,prov,R,Dino Rossi,23,23,23
31074,NOE,Governor,prov,R,Dino Rossi,8,8,8
31084,Shadle Park,Governor,prov,R,Dino Rossi,3,3,3
31094,Shadle Park,Governor,prov,R,Dino Rossi,5,5,5
31104,Shadle Park,Governor,prov,R,Dino Rossi,2,2,2
31114,Shadle Park,Governor,prov,R,Dino Rossi,3,3,3
31124,Hillyard,Governor,prov,R,Dino Rossi,25,25,25
31134,Hillyard,Governor,prov,R,Dino Rossi,2,2,2
31144,NOE,Governor,prov,R,Dino Rossi,11,11,11
31154,NOE,Governor,prov,R,Dino Rossi,13,13,13
31164,NOE,Governor,prov,R,Dino Rossi,7,7,7
31174,NOE,Governor,prov,R,Dino Rossi,6,6,6
31184,NOE,Governor,prov,R,Dino Rossi,6,6,6
31194,NOE,Governor,prov,R,Dino Rossi,3,3,3
31204,NOE,Governor,prov,R,Dino Rossi,7,7,7
31214,East Central,Governor,prov,R,Dino Rossi,10,10,10
31224,East Central,Governor,prov,R,Dino Rossi,1,1,1
31234,East Central,Governor,prov,R,Dino Rossi,8,8,8
31244,Shadle Park,Governor,prov,R,Dino Rossi,17,17,17
31254,Shadle Park,Governor,prov,R,Dino Rossi,11,11,11
31264,Shadle Park,Governor,prov,R,Dino Rossi,6,6,6
31274,Shadle Park,Governor,prov,R,Dino Rossi,11,11,11
31284,Shadle Park,Governor,prov,R,Dino Rossi,10,10,10
31294,South Hill,Governor,prov,R,Dino Rossi,16,16,16
31304,South Hill,Governor,prov,R,Dino Rossi,10,10,10
31314,East Central,Governor,prov,R,Dino Rossi,10,10,10
31324,South Hill,Governor,prov,R,Dino Rossi,5,5,5
31334,South Hill,Governor,prov,R,Dino Rossi,7,7,7
31344,South Hill,Governor,prov,R,Dino Rossi,15,15,15
31354,South Hill,Governor,prov,R,Dino Rossi,10,10,10
31364,Shadle Park,Governor,prov,R,Dino Rossi,7,7,7
31374,East Central,Governor,prov,R,Dino Rossi,4,4,4
31384,East Central,Governor,prov,R,Dino Rossi,7,7,7
31394,East Central,Governor,prov,R,Dino Rossi,5,5,5
31404,East Central,Governor,prov,R,Dino Rossi,7,7,7
31414,East Central,Governor,prov,R,Dino Rossi,9,9,9
31424,East Central,Governor,prov,R,Dino Rossi,3,3,3
31434,West Central,Governor,prov,R,Dino Rossi,7,7,7
31444,West Central,Governor,prov,R,Dino Rossi,7,7,7
31454,Shadle Park,Governor,prov,R,Dino Rossi,6,6,6
31464,West Central,Governor,prov,R,Dino Rossi,31,31,31
31474,West Central,Governor,prov,R,Dino Rossi,2,2,2
31484,West Central,Governor,prov,R,Dino Rossi,1,1,1
31494,West Central,Governor,prov,R,Dino Rossi,23,24,24
31504,West Central,Governor,prov,R,Dino Rossi,2,2,2
31514,West Central,Governor,prov,R,Dino Rossi,3,3,3
31524,Browne's Add,Governor,prov,R,Dino Rossi,13,13,13
31534,Browne's Add,Governor,prov,R,Dino Rossi,11,11,11
31544,East Central,Governor,prov,R,Dino Rossi,6,6,6
31554,South Hill,Governor,prov,R,Dino Rossi,32,32,32
31564,South Hill,Governor,prov,R,Dino Rossi,3,3,3
31574,South Hill,Governor,prov,R,Dino Rossi,1,1,1
31584,South Hill,Governor,prov,R,Dino Rossi,16,16,16
31594,South Hill,Governor,prov,R,Dino Rossi,2,2,2
31604,South Hill,Governor,prov,R,Dino Rossi,5,5,5
31614,South Hill,Governor,prov,R,Dino Rossi,7,7,7
31624,South Hill,Governor,prov,R,Dino Rossi,3,3,3
31634,South Hill,Governor,prov,R,Dino Rossi,1,1,1
31644,South Hill,Governor,prov,R,Dino Rossi,0,0,0
31654,South Hill,Governor,prov,R,Dino Rossi,18,18,18
40004,Greenbluff r,Governor,prov,R,Dino Rossi,7,7,7
40014,Greenbluff r,Governor,prov,R,Dino Rossi,6,6,6
40024,Greenbluff r,Governor,prov,R,Dino Rossi,8,8,8
40034,Colbert s,Governor,prov,R,Dino Rossi,11,11,11
40044,Greenbluff r,Governor,prov,R,Dino Rossi,2,2,2
40054,Greenbluff r,Governor,prov,R,Dino Rossi,28,28,28
40064,Colbert s,Governor,prov,R,Dino Rossi,0,0,0
40074,Greenbluff r,Governor,prov,R,Dino Rossi,5,5,5
40094,Greenbluff r,Governor,prov,R,Dino Rossi,7,7,7
40104,Greenbluff r,Governor,prov,R,Dino Rossi,4,4,4
40114,Greenbluff r,Governor,prov,R,Dino Rossi,3,3,3
40124,Greenbluff r,Governor,prov,R,Dino Rossi,7,7,7
40134,Greenbluff r,Governor,prov,R,Dino Rossi,9,9,9
40154,Foothills s,Governor,prov,R,Dino Rossi,7,7,7
40164,Foothills s,Governor,prov,R,Dino Rossi,6,6,6
40174,Foothills s,Governor,prov,R,Dino Rossi,7,7,7
40184,Otis Orchards s,Governor,prov,R,Dino Rossi,17,17,17
40194,Otis Orchards s,Governor,prov,R,Dino Rossi,19,19,19
40204,Otis Orchards s,Governor,prov,R,Dino Rossi,25,25,25
40214,Otis Orchards s,Governor,prov,R,Dino Rossi,11,11,11
40224,Otis Orchards s,Governor,prov,R,Dino Rossi,9,9,9
40244,Palouse r,Governor,prov,R,Dino Rossi,9,9,9
40254,Palouse r,Governor,prov,R,Dino Rossi,14,14,14
40274,Palouse r,Governor,prov,R,Dino Rossi,5,5,5
40284,Palouse r,Governor,prov,R,Dino Rossi,4,4,4
40294,Palouse r,Governor,prov,R,Dino Rossi,7,7,7
42004,Millwood,Governor,prov,R,Dino Rossi,5,5,5
42014,Millwood,Governor,prov,R,Dino Rossi,11,11,11
43004,Liberty Lake,Governor,prov,R,Dino Rossi,13,13,13
43014,Liberty Lake,Governor,prov,R,Dino Rossi,12,12,12
44004,COSV,Governor,prov,R,Dino Rossi,9,9,9
44014,COSV,Governor,prov,R,Dino Rossi,10,10,10
44024,COSV,Governor,prov,R,Dino Rossi,8,8,8
44034,COSV,Governor,prov,R,Dino Rossi,11,11,11
44044,COSV,Governor,prov,R,Dino Rossi,9,9,9
44054,COSV,Governor,prov,R,Dino Rossi,1,1,1
44064,COSV,Governor,prov,R,Dino Rossi,11,11,11
44074,COSV,Governor,prov,R,Dino Rossi,8,8,8
44084,COSV,Governor,prov,R,Dino Rossi,13,13,13
44094,COSV,Governor,prov,R,Dino Rossi,4,4,4
44104,COSV,Governor,prov,R,Dino Rossi,16,16,16
44124,COSV,Governor,prov,R,Dino Rossi,25,25,25
44134,COSV,Governor,prov,R,Dino Rossi,13,13,13
44144,COSV,Governor,prov,R,Dino Rossi,6,6,6
44154,COSV,Governor,prov,R,Dino Rossi,13,13,13
44164,COSV,Governor,prov,R,Dino Rossi,15,15,15
44174,COSV,Governor,prov,R,Dino Rossi,20,20,21
44184,COSV,Governor,prov,R,Dino Rossi,17,17,17
44194,COSV,Governor,prov,R,Dino Rossi,7,7,7
44204,COSV,Governor,prov,R,Dino Rossi,24,24,24
44214,COSV,Governor,prov,R,Dino Rossi,4,4,4
44224,COSV,Governor,prov,R,Dino Rossi,3,3,3
44234,COSV,Governor,prov,R,Dino Rossi,4,4,4
44244,COSV,Governor,prov,R,Dino Rossi,5,5,5
