"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Whitman","  OAKESDALE TOWN Council #1","Al Evans","","123","97.619","City/Town"
"Whitman","  OAKESDALE TOWN Council #1","WRITE-IN","","3","2.381","City/Town"
"Whitman","  OAKESDALE TOWN Council #2","Dolores R. Haley","","126","99.2126","City/Town"
"Whitman","  OAKESDALE TOWN Council #2","WRITE-IN","","1","0.7874","City/Town"
"Whitman","  OAKESDALE TOWN Council #3","Thomas J. Crooks","","131","100","City/Town"
"Whitman","  OAKESDALE TOWN Council #3","WRITE-IN","","0","0","City/Town"
"Whitman","  OAKESDALE TOWN Local Special Election-Proposition #1","Yes","","135","87.6623","City/Town"
"Whitman","  OAKESDALE TOWN Local Special Election-Proposition #1","No","","19","12.3377","City/Town"
"Whitman","  OAKESDALE TOWN Local Special Election-Proposition #2","Yes","","122","78.7097","City/Town"
"Whitman","  OAKESDALE TOWN Local Special Election-Proposition #2","No","","33","21.2903","City/Town"
"Whitman","  OAKESDALE TOWN Local Special Election-Proposition #3","Yes","","113","73.3766","City/Town"
"Whitman","  OAKESDALE TOWN Local Special Election-Proposition #3","No","","41","26.6234","City/Town"
"Whitman","  CITY OF PALOUSE Mayor","Chris Cook","","282","95.9184","City/Town"
"Whitman","  CITY OF PALOUSE Mayor","WRITE-IN","","12","4.0816","City/Town"
"Whitman","  CITY OF PALOUSE Council (1)","Mary (Welcome) Rothlisberger","","264","96","City/Town"
"Whitman","  CITY OF PALOUSE Council (1)","WRITE-IN","","11","4","City/Town"
"Whitman","  CITY OF PALOUSE Council (2)","Bill Slinkard","","270","98.5401","City/Town"
"Whitman","  CITY OF PALOUSE Council (2)","WRITE-IN","","4","1.4599","City/Town"
"Whitman","  CITY OF PALOUSE Council #5","Travis Tonn","","137","49.8182","City/Town"
"Whitman","  CITY OF PALOUSE Council #5","William Perry","","134","48.7273","City/Town"
"Whitman","  CITY OF PALOUSE Council #5","WRITE-IN","","4","1.4545","City/Town"
"Whitman","  CITY OF PALOUSE Council #6","Steve Alred","","269","98.8971","City/Town"
"Whitman","  CITY OF PALOUSE Council #6","WRITE-IN","","3","1.1029","City/Town"
"Whitman","  CITY OF PALOUSE Council (7)","Catherine (Katie) Cooper","","266","97.0803","City/Town"
"Whitman","  CITY OF PALOUSE Council (7)","WRITE-IN","","8","2.9197","City/Town"
"Whitman","  CITY OF PALOUSE Local Special Election-Proposition #1 Excess Property Tax Levy","Yes","","278","74.3316","City/Town"
"Whitman","  CITY OF PALOUSE Local Special Election-Proposition #1 Excess Property Tax Levy","No","","96","25.6684","City/Town"
"Whitman","  CITY OF PALOUSE Local Special Election-Proposition #2 Excess Property Tax Levy","Yes","","266","73.4807","City/Town"
"Whitman","  CITY OF PALOUSE Local Special Election-Proposition #2 Excess Property Tax Levy","No","","96","26.5193","City/Town"
"Whitman","  CITY OF PULLMAN Mayor","Glenn A. Johnson","","3136","95.1456","City/Town"
"Whitman","  CITY OF PULLMAN Mayor","WRITE-IN","","160","4.8544","City/Town"
"Whitman","  WARD DISTRICT - 1 Council 4 Ward 1","Chris Johnson","","1227","47.5213","City/Town"
"Whitman","  WARD DISTRICT - 1 Council 4 Ward 1","Ann Parks","","1342","51.9752","City/Town"
"Whitman","  WARD DISTRICT - 1 Council 4 Ward 1","WRITE-IN","","13","0.5035","City/Town"
"Whitman","  WARD DISTRICT - 2 Council 1 Ward 2","Nathan Weller","","425","97.9263","City/Town"
"Whitman","  WARD DISTRICT - 2 Council 1 Ward 2","WRITE-IN","","9","2.0737","City/Town"
"Whitman","  WARD DISTRICT - 3 Council 3 Ward 3","Pat Wright","","504","97.8641","City/Town"
"Whitman","  WARD DISTRICT - 3 Council 3 Ward 3","WRITE-IN","","11","2.1359","City/Town"
"Whitman","  CITY OF PULLMAN Council 6","Eileen (mac) Macoll","","1930","51.3434","City/Town"
"Whitman","  CITY OF PULLMAN Council 6","Francis A Benjamin","","1806","48.0447","City/Town"
"Whitman","  CITY OF PULLMAN Council 6","WRITE-IN","","23","0.6119","City/Town"
"Whitman","  ROSALIA TOWN Council #2","John Hale","","113","91.8699","City/Town"
"Whitman","  ROSALIA TOWN Council #2","WRITE-IN","","10","8.1301","City/Town"
"Whitman","  ROSALIA TOWN Council #4","Janet Meier Strohl","","103","63.1902","City/Town"
"Whitman","  ROSALIA TOWN Council #4","Robert Ward","","58","35.5828","City/Town"
"Whitman","  ROSALIA TOWN Council #4","WRITE-IN","","2","1.227","City/Town"
"Whitman","  ROSALIA TOWN Local Special Election-Proposition #1","Yes","","107","62.5731","City/Town"
"Whitman","  ROSALIA TOWN Local Special Election-Proposition #1","No","","64","37.4269","City/Town"
"Whitman","  ST JOHN TOWN Mayor","Mike Webb","","187","98.9418","City/Town"
"Whitman","  ST JOHN TOWN Mayor","WRITE-IN","","2","1.0582","City/Town"
"Whitman","  ST JOHN TOWN Council #1","Lydia Smith","","171","98.8439","City/Town"
"Whitman","  ST JOHN TOWN Council #1","WRITE-IN","","2","1.1561","City/Town"
"Whitman","  ST JOHN TOWN Council #2","Denny Hinds","","184","99.4595","City/Town"
"Whitman","  ST JOHN TOWN Council #2","WRITE-IN","","1","0.5405","City/Town"
"Whitman","  ST JOHN TOWN Local Special Election-Proposition #1","Yes, Levy","","130","64.0394","City/Town"
"Whitman","  ST JOHN TOWN Local Special Election-Proposition #1","No, Levy","","73","35.9606","City/Town"
"Whitman","  ST JOHN TOWN Local Special Election-Proposition #2","Yes, Levy","","138","67.3171","City/Town"
"Whitman","  ST JOHN TOWN Local Special Election-Proposition #2","No, Levy","","67","32.6829","City/Town"
"Whitman","  CITY OF TEKOA Mayor","Troy Wilson","","185","94.3878","City/Town"
"Whitman","  CITY OF TEKOA Mayor","WRITE-IN","","11","5.6122","City/Town"
"Whitman","  CITY OF TEKOA Council (1)","Mary LaSalle","","179","97.8142","City/Town"
"Whitman","  CITY OF TEKOA Council (1)","WRITE-IN","","4","2.1858","City/Town"
"Whitman","  CITY OF TEKOA Council (2)","Alyssa Heagy","","162","95.858","City/Town"
"Whitman","  CITY OF TEKOA Council (2)","WRITE-IN","","7","4.142","City/Town"
"Whitman","  CITY OF TEKOA Council 3","Bethany Fletcher","","114","47.3029","City/Town"
"Whitman","  CITY OF TEKOA Council 3","John Jaeger","","126","52.2822","City/Town"
"Whitman","  CITY OF TEKOA Council 3","WRITE-IN","","1","0.4149","City/Town"
"Whitman","  CITY OF TEKOA Council 5","B.J. Sperber","","130","55.3191","City/Town"
"Whitman","  CITY OF TEKOA Council 5","Pete Martin","","104","44.2553","City/Town"
"Whitman","  CITY OF TEKOA Council 5","WRITE-IN","","1","0.4255","City/Town"
"Whitman","  CITY OF TEKOA Council (7)","David Tysz","","193","97.4747","City/Town"
"Whitman","  CITY OF TEKOA Council (7)","WRITE-IN","","5","2.5253","City/Town"
"Whitman","  CITY OF TEKOA Local Special Election-Proposition #1","Yes","","157","64.876","City/Town"
"Whitman","  CITY OF TEKOA Local Special Election-Proposition #1","No","","85","35.124","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (1)","Mike Shore","","75","66.3717","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (1)","John G Jacobs","","36","31.8584","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (1)","WRITE-IN","","2","1.7699","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (2)","Brian Davies","","93","97.8947","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (2)","WRITE-IN","","2","2.1053","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (4)","Jack Espy","","51","46.789","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (4)","Jonathan Musson","","55","50.4587","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (4)","WRITE-IN","","3","2.7523","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (5)","Ray Heitstuman","","41","36.2832","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (5)","Sam Kimble","","69","61.0619","City/Town"
"Whitman","  TOWN OF UNIONTOWN Council (5)","WRITE-IN","","3","2.6549","City/Town"
"Whitman","  FIRE DISTRICT - 04 Commissioner (1)","Larry W. West","","138","100","Fire"
"Whitman","  FIRE DISTRICT - 04 Commissioner (1)","WRITE-IN","","0","0","Fire"
"Whitman","  FIRE DISTRICT - 04 Commissioner (2)","Ben Barstow","","143","99.3056","Fire"
"Whitman","  FIRE DISTRICT - 04 Commissioner (2)","WRITE-IN","","1","0.6944","Fire"
"Whitman","  FIRE DISTRICT - 04 Commissioner (3)","Doug Arlt","","134","100","Fire"
"Whitman","  FIRE DISTRICT - 04 Commissioner (3)","WRITE-IN","","0","0","Fire"
"Whitman","  FIRE DISTRICT - 06 Commissioner (1)","Phillip Luft","","69","94.5205","Fire"
"Whitman","  FIRE DISTRICT - 06 Commissioner (1)","WRITE-IN","","4","5.4795","Fire"
"Whitman","  FIRE DISTRICT - 07 Commissioner (1)","Wayne L. Henning","","264","97.7778","Fire"
"Whitman","  FIRE DISTRICT - 07 Commissioner (1)","WRITE-IN","","6","2.2222","Fire"
"Whitman","  FIRE DISTRICT - 08 Commissioner (1)","Brian Broeckel","","94","97.9167","Fire"
"Whitman","  FIRE DISTRICT - 08 Commissioner (1)","WRITE-IN","","2","2.0833","Fire"
"Whitman","  FIRE DISTRICT - 11 Commissioner (3)","Michele Beckmann","","297","85.3448","Fire"
"Whitman","  FIRE DISTRICT - 11 Commissioner (3)","WRITE-IN","","51","14.6552","Fire"
"Whitman","  FIRE DISTRICT - 12 Commissioner (1)","James Brickey ","","227","40.754","Fire"
"Whitman","  FIRE DISTRICT - 12 Commissioner (1)","Roger McKeirnan","","324","58.1688","Fire"
"Whitman","  FIRE DISTRICT - 12 Commissioner (1)","WRITE-IN","","6","1.0772","Fire"
"Whitman","  FIRE DISTRICT - 13 Commissioner (3)","Loren Scaggs","","132","95.6522","Fire"
"Whitman","  FIRE DISTRICT - 13 Commissioner (3)","WRITE-IN","","6","4.3478","Fire"
"Whitman","  FIRE DISTRICT - 14 Commissioner (1)","Marty Weber","","284","100","Fire"
"Whitman","  FIRE DISTRICT - 14 Commissioner (1)","WRITE-IN","","0","0","Fire"
"Whitman","  FIRE DISTRICT - 14 Commissioner (2)","Rick L. Heitstuman","","279","98.9362","Fire"
"Whitman","  FIRE DISTRICT - 14 Commissioner (2)","WRITE-IN","","3","1.0638","Fire"
"Whitman","  LACROSSE PARK DISTRICT - 1 Local Special Election-Proposition #1","Yes","","165","64.2023","Park and Recreation"
"Whitman","  LACROSSE PARK DISTRICT - 1 Local Special Election-Proposition #1","No","","92","35.7977","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 1 at large","Denise M. Hasenoehrl","","204","95.7746","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 1 at large","WRITE-IN","","9","4.2254","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 2 at large","Kelly Bates","","211","98.1395","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 2 at large","WRITE-IN","","4","1.8605","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 3 at large","Cande Hasenoehrl","","198","94.7368","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 3 at large","WRITE-IN","","11","5.2632","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 4 at large","Brandi Cloninger","","206","96.2617","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 4 at large","WRITE-IN","","8","3.7383","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 5 at large","Alice Rager","","209","96.7593","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Position 5 at large","WRITE-IN","","7","3.2407","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Local Special Election-Proposition #1","Yes","","211","73.7762","Park and Recreation"
"Whitman","  GARFIELD PARK DISTRICT - 2 Local Special Election-Proposition #1","No","","75","26.2238","Park and Recreation"
"Whitman","  ST. JOHN PARK DISTRICT - 3 Local Special Election-Proposition #1","Yes","","301","74.505","Park and Recreation"
"Whitman","  ST. JOHN PARK DISTRICT - 3 Local Special Election-Proposition #1","No","","103","25.495","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Position 1 at large","Dawna Chappell","","177","96.1957","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Position 1 at large","WRITE-IN","","7","3.8043","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Position 2 at large","Elana Nordstrom","","186","97.8947","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Position 2 at large","WRITE-IN","","4","2.1053","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Position 3 at large","Sonia Dingman","","201","98.0488","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Position 3 at large","WRITE-IN","","4","1.9512","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Position 4 at large","James Orton","","184","98.9247","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Position 4 at large","WRITE-IN","","2","1.0753","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Local Special Election-Proposition #1","Yes","","186","70.1887","Park and Recreation"
"Whitman","  OAKESDALE PARK DISTRICT - 4 Local Special Election-Proposition #1","No","","79","29.8113","Park and Recreation"
"Whitman","  ROSALIA PARK DISTRICT - 5 Local Rosalia Park &amp; Recreation District Prop No. 1","Yes","","222","61.8384","Park and Recreation"
"Whitman","  ROSALIA PARK DISTRICT - 5 Local Rosalia Park &amp; Recreation District Prop No. 1","No","","137","38.1616","Park and Recreation"
"Whitman","  TEKOA PARK DISTRICT - 6 District 6 Pos 5","Deborah Groom","","246","98.008","Park and Recreation"
"Whitman","  TEKOA PARK DISTRICT - 6 District 6 Pos 5","WRITE-IN","","5","1.992","Park and Recreation"
"Whitman","  ENDICOTT PARK DISTRICT - 7 Position 3 at large","Leslie Starrett","","148","96.732","Park and Recreation"
"Whitman","  ENDICOTT PARK DISTRICT - 7 Position 3 at large","WRITE-IN","","5","3.268","Park and Recreation"
"Whitman","  ENDICOTT PARK DISTRICT - 7 Position 4 at large","David wingo","","153","98.0769","Park and Recreation"
"Whitman","  ENDICOTT PARK DISTRICT - 7 Position 4 at large","WRITE-IN","","3","1.9231","Park and Recreation"
"Whitman","  ENDICOTT PARK DISTRICT - 7 Position 5 at large","Jenniffer Meyer","","162","97.5904","Park and Recreation"
"Whitman","  ENDICOTT PARK DISTRICT - 7 Position 5 at large","WRITE-IN","","4","2.4096","Park and Recreation"
"Whitman","  ENDICOTT PARK DISTRICT - 7 Local Special Election-Proposition #1","Yes, Levy","","134","70.5263","Park and Recreation"
"Whitman","  ENDICOTT PARK DISTRICT - 7 Local Special Election-Proposition #1","No, Levy","","56","29.4737","Park and Recreation"
"Whitman","  OAKESDALE CEMETERY DISTRICT - 1 Local Special Election-Proposition #1","Yes","","180","75","Cemetery"
"Whitman","  OAKESDALE CEMETERY DISTRICT - 1 Local Special Election-Proposition #1","No","","60","25","Cemetery"
"Whitman","  GARFIELD CEMETERY DISTRICT - 2 Commissioner (1)","Darrell Joe Merry","","204","97.6077","Cemetery"
"Whitman","  GARFIELD CEMETERY DISTRICT - 2 Commissioner (1)","WRITE-IN","","5","2.3923","Cemetery"
"Whitman","  GARFIELD CEMETERY DISTRICT - 2 Commissioner (3)","Ray McCown","","187","93.5","Cemetery"
"Whitman","  GARFIELD CEMETERY DISTRICT - 2 Commissioner (3)","WRITE-IN","","13","6.5","Cemetery"
"Whitman","  ST JOHN CEMETERY DISTRICT - 3 Commissioner (1)","Becky Dickerson","","248","93.9394","Cemetery"
"Whitman","  ST JOHN CEMETERY DISTRICT - 3 Commissioner (1)","WRITE-IN","","16","6.0606","Cemetery"
"Whitman","  ENDICOTT CEMETERY DISTRICT - 4 Commissioner (1)","Steve Schmick","","151","98.6928","Cemetery"
"Whitman","  ENDICOTT CEMETERY DISTRICT - 4 Commissioner (1)","WRITE-IN","","2","1.3072","Cemetery"
"Whitman","  ENDICOTT CEMETERY DISTRICT - 4 Commissioner (2)","Ramon Huntley","","146","97.9866","Cemetery"
"Whitman","  ENDICOTT CEMETERY DISTRICT - 4 Commissioner (2)","WRITE-IN","","3","2.0134","Cemetery"
"Whitman","  THORNTON CEMETERY DISTRICT - 5 Commissioner (1)","Bill Maley","","28","100","Cemetery"
"Whitman","  THORNTON CEMETERY DISTRICT - 5 Commissioner (1)","WRITE-IN","","0","0","Cemetery"
"Whitman","  THORNTON CEMETERY DISTRICT - 5 Local Special Election-Proposition #1 Proposition Restoring Property Tax levy for Cemetery","Approved","","23","62.1622","Cemetery"
"Whitman","  THORNTON CEMETERY DISTRICT - 5 Local Special Election-Proposition #1 Proposition Restoring Property Tax levy for Cemetery","Rejected","","14","37.8378","Cemetery"
"Whitman","  COLFAX  CEMETERY DISTRICT - 6 Commissioner (1)","Thomas K. Stirling","","909","99.1276","Cemetery"
"Whitman","  COLFAX  CEMETERY DISTRICT - 6 Commissioner (1)","WRITE-IN","","8","0.8724","Cemetery"
"Whitman","  COLFAX  CEMETERY DISTRICT - 6 Commissioner (2)","Diana R Dawson","","877","99.4331","Cemetery"
"Whitman","  COLFAX  CEMETERY DISTRICT - 6 Commissioner (2)","WRITE-IN","","5","0.5669","Cemetery"
"Whitman","  COLFAX  CEMETERY DISTRICT - 6 Commissioner (3)","Ron Hinnenkamp","","896","99.6663","Cemetery"
"Whitman","  COLFAX  CEMETERY DISTRICT - 6 Commissioner (3)","WRITE-IN","","3","0.3337","Cemetery"
"Whitman","  FARMINGTON CEMETERY DISTRICT - 8 Commissioner (1)","Bernt Lehn","","73","100","Cemetery"
"Whitman","  FARMINGTON CEMETERY DISTRICT - 8 Commissioner (1)","WRITE-IN","","0","0","Cemetery"
"Whitman","  FARMINGTON CEMETERY DISTRICT - 8 Commissioner (2)","Jerry Wagner","","61","95.3125","Cemetery"
"Whitman","  FARMINGTON CEMETERY DISTRICT - 8 Commissioner (2)","WRITE-IN","","3","4.6875","Cemetery"
"Whitman","  FARMINGTON CEMETERY DISTRICT - 8 Commissioner (3)","Jim Thompson","","69","100","Cemetery"
"Whitman","  FARMINGTON CEMETERY DISTRICT - 8 Commissioner (3)","WRITE-IN","","0","0","Cemetery"
"Whitman","  SEWER DISTRICT - 1 Commissioner (1)","Tom J. Solbrack","","37","100","Water"
"Whitman","  SEWER DISTRICT - 1 Commissioner (1)","WRITE-IN","","0","0","Water"
"Whitman","  SEWER DISTRICT - 1 Commissioner (2)","Rick Gibson","","43","100","Water"
"Whitman","  SEWER DISTRICT - 1 Commissioner (2)","WRITE-IN","","0","0","Water"
"Yakima","  Referendum Measure No. 88","Approved","","13333","34.5836","State Executive"
"Yakima","  Referendum Measure No. 88","Rejected","","25220","65.4164","State Executive"
"Yakima","  Initiative Measure No. 976","Yes","","28984","72.4437","State Executive"
"Yakima","  Initiative Measure No. 976","No","","11025","27.5563","State Executive"
"Yakima","  Advisory Vote No. 20","Repealed","","29897","78.3136","State Executive"
"Yakima","  Advisory Vote No. 20","Maintained","","8279","21.6864","State Executive"
