"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Whatcom","  COLUMBIA VALLEY PARK AND RECREATION DISTRICT Commissioner Position 4","WRITE-IN","","24","5.2174","Park and Recreation"
"Whatcom","  Point Roberts Public Hospital District Commissioner Position 1","Richard Dennis","","336","100","Hospital"
"Whatcom","  Point Roberts Public Hospital District Commissioner Position 1","WRITE-IN","","0","0","Hospital"
"Whatcom","  Point Roberts Public Hospital District Commissioner Position 2","Stephen T. Falk","","351","99.1525","Hospital"
"Whatcom","  Point Roberts Public Hospital District Commissioner Position 2","WRITE-IN","","3","0.8475","Hospital"
"Whatcom","  HOSPITAL DISTRICT 304 Commissioner Position 3","Morgan Steele","","7","63.6364","Hospital"
"Whatcom","  HOSPITAL DISTRICT 304 Commissioner Position 3","Gary L.Kent","","4","36.3636","Hospital"
"Whatcom","  HOSPITAL DISTRICT 304 Commissioner Position 3","WRITE-IN","","0","0","Hospital"
"Whatcom","  HOSPITAL DISTRICT 304 Commissioner Position 5","Robert M. Stanley","","10","100","Hospital"
"Whatcom","  HOSPITAL DISTRICT 304 Commissioner Position 5","WRITE-IN","","0","0","Hospital"
"Whitman","  Referendum Measure No. 88","Approved","","3971","42.3393","State Executive"
"Whitman","  Referendum Measure No. 88","Rejected","","5408","57.6607","State Executive"
"Whitman","  Initiative Measure No. 976","Yes","","4962","51.2233","State Executive"
"Whitman","  Initiative Measure No. 976","No","","4725","48.7767","State Executive"
"Whitman","  Advisory Vote No. 20","Repealed","","6084","67.525","State Executive"
"Whitman","  Advisory Vote No. 20","Maintained","","2926","32.475","State Executive"
"Whitman","  Advisory Vote No. 21","Repealed","","5410","59.4179","State Executive"
"Whitman","  Advisory Vote No. 21","Maintained","","3695","40.5821","State Executive"
"Whitman","  Advisory Vote No. 22","Repealed","","6105","67.5108","State Executive"
"Whitman","  Advisory Vote No. 22","Maintained","","2938","32.4892","State Executive"
"Whitman","  Advisory Vote No. 23","Repealed","","3001","32.4187","State Executive"
"Whitman","  Advisory Vote No. 23","Maintained","","6256","67.5813","State Executive"
"Whitman","  Advisory Vote No. 24","Repealed","","6020","67.7242","State Executive"
"Whitman","  Advisory Vote No. 24","Maintained","","2869","32.2758","State Executive"
"Whitman","  Advisory Vote No. 25","Repealed","","5406","60.6394","State Executive"
"Whitman","  Advisory Vote No. 25","Maintained","","3509","39.3606","State Executive"
"Whitman","  Advisory Vote No. 26","Repealed","","5244","59.2342","State Executive"
"Whitman","  Advisory Vote No. 26","Maintained","","3609","40.7658","State Executive"
"Whitman","  Advisory Vote No. 27","Repealed","","6029","66.311","State Executive"
"Whitman","  Advisory Vote No. 27","Maintained","","3063","33.689","State Executive"
"Whitman","  Advisory Vote No. 28","Repealed","","4474","50.0391","State Executive"
"Whitman","  Advisory Vote No. 28","Maintained","","4467","49.9609","State Executive"
"Whitman","  Advisory Vote No. 29","Repealed","","6163","68.2578","State Executive"
"Whitman","  Advisory Vote No. 29","Maintained","","2866","31.7422","State Executive"
"Whitman","  Advisory Vote No. 30","Repealed","","5474","61.0052","State Executive"
"Whitman","  Advisory Vote No. 30","Maintained","","3499","38.9948","State Executive"
"Whitman","  Advisory Vote No. 31","Repealed","","4433","49.3049","State Executive"
"Whitman","  Advisory Vote No. 31","Maintained","","4558","50.6951","State Executive"
"Whitman","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Approved","","5590","59.633","State Executive"
"Whitman","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Rejected","","3784","40.367","State Executive"
"Whitman","  UNINCORPORATED Local Proposition #1 Regular Property Tax Levy Lid Lift for Rural Road Maintenance and Improvements","Approved","","1291","53.6352","City/Town"
"Whitman","  UNINCORPORATED Local Proposition #1 Regular Property Tax Levy Lid Lift for Rural Road Maintenance and Improvements","Rejected","","1116","46.3648","City/Town"
"Whitman","  PORT DISTRICT - W Commissioner 1","John E Love","","6514","98.3691","Port"
"Whitman","  PORT DISTRICT - W Commissioner 1","WRITE-IN","","108","1.6309","Port"
"Whitman","  HOSPITAL DISTRICT - 1A Commissioner (3)","Joe Pitzer","","2745","97.0994","Hospital"
"Whitman","  HOSPITAL DISTRICT - 1A Commissioner (3)","WRITE-IN","","82","2.9006","Hospital"
"Whitman","  HOSPITAL DISTRICT - 1A Commissioner (5)","Karen Karpman","","2671","98.1264","Hospital"
"Whitman","  HOSPITAL DISTRICT - 1A Commissioner (5)","WRITE-IN","","51","1.8736","Hospital"
"Whitman","  HOSPITAL DISTRICT - 1A Commissioner (6) ","Sandra O'Keefe","","2622","98.1655","Hospital"
"Whitman","  HOSPITAL DISTRICT - 1A Commissioner (6) ","WRITE-IN","","49","1.8345","Hospital"
"Whitman","  HOSPITAL DISTRICT - 1A Local Special Election-Bonds for Hospital Facilities and Equipment","Approved","","2507","59.6621","Hospital"
"Whitman","  HOSPITAL DISTRICT - 1A Local Special Election-Bonds for Hospital Facilities and Equipment","Rejected","","1695","40.3379","Hospital"
"Whitman","  HOSPITAL DISTRICT - 2 Commissioner (2)","Kevin Pickron","","310","98.7261","Hospital"
"Whitman","  HOSPITAL DISTRICT - 2 Commissioner (2)","WRITE-IN","","4","1.2739","Hospital"
"Whitman","  HOSPITAL DISTRICT - 2 Commissioner (4)","Darby Vassar","","309","98.4076","Hospital"
"Whitman","  HOSPITAL DISTRICT - 2 Commissioner (4)","WRITE-IN","","5","1.5924","Hospital"
"Whitman","  HOSPITAL DISTRICT - 2 Commissioner (5)","Ilene Manning","","315","99.3691","Hospital"
"Whitman","  HOSPITAL DISTRICT - 2 Commissioner (5)","WRITE-IN","","2","0.6309","Hospital"
"Whitman","  HOSPITAL DISTRICT - 3 Position 1 at large","Georgie Leinweber","","1679","99.056","Hospital"
"Whitman","  HOSPITAL DISTRICT - 3 Position 1 at large","WRITE-IN","","16","0.944","Hospital"
"Whitman","  HOSPITAL DISTRICT - 3 Position 3 at large","Alan J. Allbee","","1446","98.3673","Hospital"
"Whitman","  HOSPITAL DISTRICT - 3 Position 3 at large","WRITE-IN","","24","1.6327","Hospital"
"Whitman","  HOSPITAL DISTRICT-4 Commissioner (1)","Joni Hay","","232","98.7234","Hospital"
"Whitman","  HOSPITAL DISTRICT-4 Commissioner (1)","WRITE-IN","","3","1.2766","Hospital"
"Whitman","  HOSPITAL DISTRICT-4 Commissioner (3)","Steve Haxton","","235","98.3264","Hospital"
"Whitman","  HOSPITAL DISTRICT-4 Commissioner (3)","WRITE-IN","","4","1.6736","Hospital"
"Whitman","  HOSPITAL DISTRICT-4 Commissioner (5)","Karen Blomgren","","231","99.1416","Hospital"
"Whitman","  HOSPITAL DISTRICT-4 Commissioner (5)","WRITE-IN","","2","0.8584","Hospital"
"Whitman","  SCHOOL DISTRICT 109 - WASHTUCNA Director Position 1","Vickie Boland","","1","50","School"
"Whitman","  SCHOOL DISTRICT 109 - WASHTUCNA Director Position 1","WRITE-IN","","1","50","School"
"Whitman","  SCHOOL DISTRICT 109 - WASHTUCNA Director Position 3","Phillip Blankenship","","1","50","School"
"Whitman","  SCHOOL DISTRICT 109 - WASHTUCNA Director Position 3","WRITE-IN","","1","50","School"
"Whitman","  LACROSSE SCHOOL DISTRICT - 126 Postion 1 at large","Cathrine Wigen","","213","99.0698","School"
"Whitman","  LACROSSE SCHOOL DISTRICT - 126 Postion 1 at large","WRITE-IN","","2","0.9302","School"
"Whitman","  LACROSSE SCHOOL DISTRICT - 126 Position 4 at large","Michael G. Stubbs","","187","98.4211","School"
"Whitman","  LACROSSE SCHOOL DISTRICT - 126 Position 4 at large","WRITE-IN","","3","1.5789","School"
"Whitman","  LACROSSE SCHOOL DISTRICT - 126 Position 5 At Large","Terry Miller","","215","98.1735","School"
"Whitman","  LACROSSE SCHOOL DISTRICT - 126 Position 5 At Large","WRITE-IN","","4","1.8265","School"
"Whitman","  SCHOOL DISTRICT 250 SCHOOL DIRECTOR #01","Meghan Pierce","","3","100","School"
"Whitman","  SCHOOL DISTRICT 250 SCHOOL DIRECTOR #01","WRITE-IN","","0","0","School"
"Whitman","  SCHOOL DISTRICT 250 SCHOOL DIRECTOR #02","Miles Sidener","","3","100","School"
"Whitman","  SCHOOL DISTRICT 250 SCHOOL DIRECTOR #02","WRITE-IN","","0","0","School"
"Whitman","  SCHOOL DISTRICT 250 SCHOOL DIRECTOR #03","Dennis Lenz","","3","100","School"
"Whitman","  SCHOOL DISTRICT 250 SCHOOL DIRECTOR #03","WRITE-IN","","0","0","School"
"Whitman","  SCHOOL DISTRICT 250 SCHOOL DIRECTOR #05","Russ Davis","","3","100","School"
"Whitman","  SCHOOL DISTRICT 250 SCHOOL DIRECTOR #05","WRITE-IN","","0","0","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 1 at large","Angela Shields","","33","86.8421","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 1 at large","WRITE-IN","","5","13.1579","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 2 at large","Tina Layne","","32","100","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 2 at large","WRITE-IN","","0","0","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 3 at large","Julia McDaniel","","37","100","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 3 at large","WRITE-IN","","0","0","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 4 at large","Chet Swift","","39","100","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 4 at large","WRITE-IN","","0","0","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 5 at large","Todd C. Billigmeier","","38","100","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Position 5 at large","WRITE-IN","","0","0","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Local Special Election, Supplemental Educational Programs and Operation Levy","Levy Yes","","20","46.5116","School"
"Whitman","  LAMONT SCHOOL DISTRICT - 264 Local Special Election, Supplemental Educational Programs and Operation Levy","Levy No","","23","53.4884","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 1","Robert Wilkins","","252","99.6047","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 1","WRITE-IN","","1","0.3953","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 3","Shane Monroy","","257","99.2278","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 3","WRITE-IN","","2","0.7722","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 4","Michael McHargue","","127","42.6174","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 4","Jacque Hoffman","","170","57.047","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 4","WRITE-IN","","1","0.3356","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 5","Fran Martin","","96","31.3725","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 5","Janette Smith","","208","67.9739","School"
"Whitman","  TEKOA SCHOOL DISTRICT - 265 Director District 5","WRITE-IN","","2","0.6536","School"
"Whitman","  PULLMAN SCHOOL DISTRICT - 267 Director District 1","Beth Ficklin","","1708","39.0132","School"
"Whitman","  PULLMAN SCHOOL DISTRICT - 267 Director District 1","Susan S Weed","","2649","60.5071","School"
"Whitman","  PULLMAN SCHOOL DISTRICT - 267 Director District 1","WRITE-IN","","21","0.4797","School"
"Whitman","  PULLMAN SCHOOL DISTRICT - 267 Director District 2","Allison Munch-Rotolo","","3209","97.5676","School"
"Whitman","  PULLMAN SCHOOL DISTRICT - 267 Director District 2","WRITE-IN","","80","2.4324","School"
"Whitman","  PULLMAN SCHOOL DISTRICT - 267 Director Distirict 3","James Evermann","","3302","98.2446","School"
"Whitman","  PULLMAN SCHOOL DISTRICT - 267 Director Distirict 3","WRITE-IN","","59","1.7554","School"
"Whitman","  COLFAX SCHOOL DISTRICT - 300 Director District 1","Terry Huber","","1060","99.0654","School"
"Whitman","  COLFAX SCHOOL DISTRICT - 300 Director District 1","WRITE-IN","","10","0.9346","School"
"Whitman","  COLFAX SCHOOL DISTRICT - 300 Director District 2","Shelley Feldner-Schuerman","","914","99.1323","School"
"Whitman","  COLFAX SCHOOL DISTRICT - 300 Director District 2","WRITE-IN","","8","0.8677","School"
"Whitman","  COLFAX SCHOOL DISTRICT - 300 Director District 3","Erica L Anderson","","941","99.4715","School"
"Whitman","  COLFAX SCHOOL DISTRICT - 300 Director District 3","WRITE-IN","","5","0.5285","School"
"Whitman","  COLFAX SCHOOL DISTRICT - 300 Director District 4","Brian Becker","","998","98.5192","School"
"Whitman","  COLFAX SCHOOL DISTRICT - 300 Director District 4","WRITE-IN","","15","1.4808","School"
"Whitman","  PALOUSE SCHOOL DISTRICT - 301 Director District 1","Jessica Smith","","381","98.4496","School"
"Whitman","  PALOUSE SCHOOL DISTRICT - 301 Director District 1","WRITE-IN","","6","1.5504","School"
"Whitman","  PALOUSE SCHOOL DISTRICT - 301 Director District 3","Jerry Neumann","","217","44.5585","School"
"Whitman","  PALOUSE SCHOOL DISTRICT - 301 Director District 3","Rachel Handley-Chartrand","","268","55.0308","School"
"Whitman","  PALOUSE SCHOOL DISTRICT - 301 Director District 3","WRITE-IN","","2","0.4107","School"
"Whitman","  PALOUSE SCHOOL DISTRICT - 301 Director District 4 at large","Andra Edwards","","431","98.8532","School"
"Whitman","  PALOUSE SCHOOL DISTRICT - 301 Director District 4 at large","WRITE-IN","","5","1.1468","School"
"Whitman","  PALOUSE SCHOOL DISTRICT - 301 Director District 5 at large","Lindsay Brown","","391","98.7374","School"
"Whitman","  PALOUSE SCHOOL DISTRICT - 301 Director District 5 at large","WRITE-IN","","5","1.2626","School"
"Whitman","  GARFIELD SCHOOL DISTRICT - 302 Position 2 at large","Ryan Pfaff","","219","97.3333","School"
"Whitman","  GARFIELD SCHOOL DISTRICT - 302 Position 2 at large","WRITE-IN","","6","2.6667","School"
"Whitman","  GARFIELD SCHOOL DISTRICT - 302 Position 3 at large","John Orfe","","193","96.9849","School"
"Whitman","  GARFIELD SCHOOL DISTRICT - 302 Position 3 at large","WRITE-IN","","6","3.0151","School"
"Whitman","  GARFIELD SCHOOL DISTRICT - 302 Position 5 at large","Paula Adams","","192","96.4824","School"
"Whitman","  GARFIELD SCHOOL DISTRICT - 302 Position 5 at large","WRITE-IN","","7","3.5176","School"
"Whitman","  STEPTOE SCHOOL DISTRICT - 304 Position 1 at large","Chris Benson","","70","100","School"
"Whitman","  STEPTOE SCHOOL DISTRICT - 304 Position 1 at large","WRITE-IN","","0","0","School"
"Whitman","  STEPTOE SCHOOL DISTRICT - 304 Position 2 at large","Geraldine Steiger Scholz","","79","100","School"
"Whitman","  STEPTOE SCHOOL DISTRICT - 304 Position 2 at large","WRITE-IN","","0","0","School"
"Whitman","  STEPTOE SCHOOL DISTRICT - 304 Position 3 at large","Dan Hall","","81","100","School"
"Whitman","  STEPTOE SCHOOL DISTRICT - 304 Position 3 at large","WRITE-IN","","0","0","School"
"Whitman","  STEPTOE SCHOOL DISTRICT - 304 Position 5 at large","Lavonne Hall","","82","100","School"
"Whitman","  STEPTOE SCHOOL DISTRICT - 304 Position 5 at large","WRITE-IN","","0","0","School"
"Whitman","  COLTON SCHOOL DISTRICT - 306 Director District 1","Gary J. Riedner","","355","96.9945","School"
"Whitman","  COLTON SCHOOL DISTRICT - 306 Director District 1","WRITE-IN","","11","3.0055","School"
"Whitman","  COLTON SCHOOL DISTRICT - 306 Director District 2","Jana Schultheis","","367","97.0899","School"
"Whitman","  COLTON SCHOOL DISTRICT - 306 Director District 2","WRITE-IN","","11","2.9101","School"
"Whitman","  COLTON SCHOOL DISTRICT - 306 Director District 3","Ben Moehrle","","371","99.1979","School"
"Whitman","  COLTON SCHOOL DISTRICT - 306 Director District 3","WRITE-IN","","3","0.8021","School"
"Whitman","  COLTON SCHOOL DISTRICT - 306 Director District 4","Katie Eylar","","362","98.103","School"
"Whitman","  COLTON SCHOOL DISTRICT - 306 Director District 4","WRITE-IN","","7","1.897","School"
"Whitman","  ENDICOTT SCHOOL DISTRICT - 308 Position 1 at large","Greta White","","156","98.7342","School"
"Whitman","  ENDICOTT SCHOOL DISTRICT - 308 Position 1 at large","WRITE-IN","","2","1.2658","School"
"Whitman","  ENDICOTT SCHOOL DISTRICT - 308 Position 2 at large","Linda Greenhalgh","","154","97.4684","School"
"Whitman","  ENDICOTT SCHOOL DISTRICT - 308 Position 2 at large","WRITE-IN","","4","2.5316","School"
"Whitman","  ENDICOTT SCHOOL DISTRICT - 308 Position 3 at large","Marvin Schmick","","164","98.2036","School"
"Whitman","  ENDICOTT SCHOOL DISTRICT - 308 Position 3 at large","WRITE-IN","","3","1.7964","School"
"Whitman","  ENDICOTT SCHOOL DISTRICT - 308 Position 5 at large","Nancy Anderson","","153","96.2264","School"
"Whitman","  ENDICOTT SCHOOL DISTRICT - 308 Position 5 at large","WRITE-IN","","6","3.7736","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 1","Angela Bruce","","260","97.3783","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 1","WRITE-IN","","7","2.6217","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 2","Clay Gehring","","264","98.1413","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 2","WRITE-IN","","5","1.8587","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 3","Frank G. Lazcano, Sr.","","269","98.5348","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 3","WRITE-IN","","4","1.4652","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 4","Raymond D. Anderson","","246","96.0938","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 4","WRITE-IN","","10","3.9063","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 5","Heather Smith","","269","97.1119","School"
"Whitman","  ROSALIA SCHOOL DISTRICT - 320 Director District 5","WRITE-IN","","8","2.8881","School"
"Whitman","  ST. JOHN SCHOOL DISTRICT - 322 Director District 1","John Hergert","","335","97.9532","School"
"Whitman","  ST. JOHN SCHOOL DISTRICT - 322 Director District 1","WRITE-IN","","7","2.0468","School"
"Whitman","  ST. JOHN SCHOOL DISTRICT - 322 Director District 2","Valerie Brewer","","316","95.7576","School"
"Whitman","  ST. JOHN SCHOOL DISTRICT - 322 Director District 2","WRITE-IN","","14","4.2424","School"
"Whitman","  ST. JOHN SCHOOL DISTRICT - 322 Director District 3","Dallas Loomis","","260","68.6016","School"
"Whitman","  ST. JOHN SCHOOL DISTRICT - 322 Director District 3","Laura Jones","","118","31.1346","School"
"Whitman","  ST. JOHN SCHOOL DISTRICT - 322 Director District 3","WRITE-IN","","1","0.2639","School"
"Whitman","  ST. JOHN SCHOOL DISTRICT - 322 Position 4 at large","Alan Blumenshein","","334","98.8166","School"
"Whitman","  ST. JOHN SCHOOL DISTRICT - 322 Position 4 at large","WRITE-IN","","4","1.1834","School"
"Whitman","  OAKESDALE SCHOOL DISTRICT - 324 Director District 1","Josey Booth","","236","97.9253","School"
"Whitman","  OAKESDALE SCHOOL DISTRICT - 324 Director District 1","WRITE-IN","","5","2.0747","School"
"Whitman","  OAKESDALE SCHOOL DISTRICT - 324 Director District 4 ","Carl Crider","","239","98.7603","School"
"Whitman","  OAKESDALE SCHOOL DISTRICT - 324 Director District 4 ","WRITE-IN","","3","1.2397","School"
"Whitman","  CHENEY SD 360 DIRECTOR DIST. #3","Henry C. Browne, Jr.","","2","50","School"
"Whitman","  CHENEY SD 360 DIRECTOR DIST. #3","James (Sonny) Weathers","","2","50","School"
"Whitman","  CHENEY SD 360 DIRECTOR DIST. #3","WRITE-IN","","0","0","School"
"Whitman","  CHENEY SD 360 DIRECTOR DIST. #4","Stacy Nicol ","","5","100","School"
"Whitman","  CHENEY SD 360 DIRECTOR DIST. #4","WRITE-IN","","0","0","School"
"Whitman","  CHENEY SD 360 DIRECTOR DIST. #5","William (Bill) Johns","","2","50","School"
"Whitman","  CHENEY SD 360 DIRECTOR DIST. #5","Mitch Swenson","","2","50","School"
"Whitman","  CHENEY SD 360 DIRECTOR DIST. #5","WRITE-IN","","0","0","School"
"Whitman","  CHENEY SD 360 Local Cheney School District Prop No. 1","Levy Yes","","0","0","School"
"Whitman","  CHENEY SD 360 Local Cheney School District Prop No. 1","Levy No","","7","100","School"
"Whitman","  ALBION TOWN Mayor","Carolyn Emerson-Farr","","96","92.3077","City/Town"
"Whitman","  ALBION TOWN Mayor","WRITE-IN","","8","7.6923","City/Town"
"Whitman","  ALBION TOWN Council #1","Corina Andersen","","99","96.1165","City/Town"
"Whitman","  ALBION TOWN Council #1","WRITE-IN","","4","3.8835","City/Town"
"Whitman","  ALBION TOWN Council (2)","Ashlee Hunt","","95","95","City/Town"
"Whitman","  ALBION TOWN Council (2)","WRITE-IN","","5","5","City/Town"
"Whitman","  ALBION TOWN Council #5","James Downes","","105","96.3303","City/Town"
"Whitman","  ALBION TOWN Council #5","WRITE-IN","","4","3.6697","City/Town"
"Whitman","  ALBION TOWN Local Special Election-Proposition #1","Yes","","99","61.875","City/Town"
"Whitman","  ALBION TOWN Local Special Election-Proposition #1","No","","61","38.125","City/Town"
"Whitman","  CITY OF COLFAX Mayor","James Retzer","","725","98.6395","City/Town"
"Whitman","  CITY OF COLFAX Mayor","WRITE-IN","","10","1.3605","City/Town"
"Whitman","  CITY OF COLFAX Council 4","Mark Mackleit","","604","76.4557","City/Town"
"Whitman","  CITY OF COLFAX Council 4","Andrew Stewart","","185","23.4177","City/Town"
"Whitman","  CITY OF COLFAX Council 4","WRITE-IN","","1","0.1266","City/Town"
"Whitman","  CITY OF COLFAX Council 5","Ben Miller","","418","55.1451","City/Town"
"Whitman","  CITY OF COLFAX Council 5","Sarina Roberts","","338","44.591","City/Town"
"Whitman","  CITY OF COLFAX Council 5","WRITE-IN","","2","0.2639","City/Town"
"Whitman","  CITY OF COLFAX Council (6)","Dominic Villareal","","163","20.8174","City/Town"
"Whitman","  CITY OF COLFAX Council (6)","Jim Kackman","","619","79.0549","City/Town"
"Whitman","  CITY OF COLFAX Council (6)","WRITE-IN","","1","0.1277","City/Town"
"Whitman","  CITY OF COLFAX Council (7)","Thomas Huntwork","","411","52.5575","City/Town"
"Whitman","  CITY OF COLFAX Council (7)","Jeremiah &quot;JW&quot; Roberts","","368","47.0588","City/Town"
"Whitman","  CITY OF COLFAX Council (7)","WRITE-IN","","3","0.3836","City/Town"
"Whitman","  TOWN OF COLTON Mayor","Jerry Weber","","145","100","City/Town"
"Whitman","  TOWN OF COLTON Mayor","WRITE-IN","","0","0","City/Town"
"Whitman","  TOWN OF COLTON Council (1)","Scott Miller ","","144","99.3103","City/Town"
"Whitman","  TOWN OF COLTON Council (1)","WRITE-IN","","1","0.6897","City/Town"
"Whitman","  TOWN OF COLTON Council (3)","Sam Keller","","144","98.6301","City/Town"
"Whitman","  TOWN OF COLTON Council (3)","WRITE-IN","","2","1.3699","City/Town"
"Whitman","  TOWN OF COLTON Council #4","Dorothy (Dot) Sharp","","141","99.2958","City/Town"
"Whitman","  TOWN OF COLTON Council #4","WRITE-IN","","1","0.7042","City/Town"
"Whitman","  TOWN OF COLTON Council (5)","Cory Cucchiara","","139","99.2857","City/Town"
"Whitman","  TOWN OF COLTON Council (5)","WRITE-IN","","1","0.7143","City/Town"
"Whitman","  TOWN OF COLTON Local Special Election-Proposition #1","Yes","","126","77.7778","City/Town"
"Whitman","  TOWN OF COLTON Local Special Election-Proposition #1","No","","36","22.2222","City/Town"
"Whitman","  ENDICOTT TOWN Mayor","Steve Salzman","","64","68.8172","City/Town"
"Whitman","  ENDICOTT TOWN Mayor","Daniel Larson","","29","31.1828","City/Town"
"Whitman","  ENDICOTT TOWN Mayor","WRITE-IN","","0","0","City/Town"
"Whitman","  ENDICOTT TOWN Council (1)","Debbie Wolfe","","75","96.1538","City/Town"
"Whitman","  ENDICOTT TOWN Council (1)","WRITE-IN","","3","3.8462","City/Town"
"Whitman","  ENDICOTT TOWN Council (3)","Derek Starrett","","69","73.4043","City/Town"
"Whitman","  ENDICOTT TOWN Council (3)","Kenda Hergert","","24","25.5319","City/Town"
"Whitman","  ENDICOTT TOWN Council (3)","WRITE-IN","","1","1.0638","City/Town"
"Whitman","  ENDICOTT TOWN Council (4)","Dean Marty ","","72","93.5065","City/Town"
"Whitman","  ENDICOTT TOWN Council (4)","WRITE-IN","","5","6.4935","City/Town"
"Whitman","  ENDICOTT TOWN Council #5","Andrew Wolfe","","45","48.3871","City/Town"
"Whitman","  ENDICOTT TOWN Council #5","Greg Burns","","47","50.5376","City/Town"
"Whitman","  ENDICOTT TOWN Council #5","WRITE-IN","","1","1.0753","City/Town"
"Whitman","  ENDICOTT TOWN Local Special Election-Proposition #1","Yes, Levy","","77","80.2083","City/Town"
"Whitman","  ENDICOTT TOWN Local Special Election-Proposition #1","No, Levy","","19","19.7917","City/Town"
"Whitman","  ENDICOTT TOWN Local Special Election-Proposition #2","Yes, Levy","","69","70.4082","City/Town"
"Whitman","  ENDICOTT TOWN Local Special Election-Proposition #2","No, Levy","","29","29.5918","City/Town"
"Whitman","  ENDICOTT TOWN Local Special Election-Proposition #3","Yes, Levy","","62","64.5833","City/Town"
"Whitman","  ENDICOTT TOWN Local Special Election-Proposition #3","No, Levy","","34","35.4167","City/Town"
"Whitman","  FARMINGTON TOWN Council (1)","Max M Mohan","","18","35.2941","City/Town"
"Whitman","  FARMINGTON TOWN Council (1)","Lavon Walser","","33","64.7059","City/Town"
"Whitman","  FARMINGTON TOWN Council (1)","WRITE-IN","","0","0","City/Town"
"Whitman","  FARMINGTON TOWN Council (3)","Diana Oliver","","39","95.122","City/Town"
"Whitman","  FARMINGTON TOWN Council (3)","WRITE-IN","","2","4.878","City/Town"
"Whitman","  GARFIELD TOWN Council #1","Max Hathaway","","56","32.3699","City/Town"
"Whitman","  GARFIELD TOWN Council #1","Neal Leon","","111","64.1618","City/Town"
"Whitman","  GARFIELD TOWN Council #1","WRITE-IN","","6","3.4682","City/Town"
"Whitman","  GARFIELD TOWN Council 2","Josh Kelnhofer","","93","55.0296","City/Town"
"Whitman","  GARFIELD TOWN Council 2","Connie Schaut","","74","43.787","City/Town"
"Whitman","  GARFIELD TOWN Council 2","WRITE-IN","","2","1.1834","City/Town"
"Whitman","  GARFIELD TOWN Council #3","Terri Linderman","","132","95.6522","City/Town"
"Whitman","  GARFIELD TOWN Council #3","WRITE-IN","","6","4.3478","City/Town"
"Whitman","  GARFIELD TOWN Local Special Election-Proposition #1","Yes","","136","71.9577","City/Town"
"Whitman","  GARFIELD TOWN Local Special Election-Proposition #1","No","","53","28.0423","City/Town"
"Whitman","  LACROSSE TOWN Council 1","Tom Cauley","","86","90.5263","City/Town"
"Whitman","  LACROSSE TOWN Council 1","WRITE-IN","","9","9.4737","City/Town"
"Whitman","  LACROSSE TOWN Council (2)","Lana Thomas","","92","96.8421","City/Town"
"Whitman","  LACROSSE TOWN Council (2)","WRITE-IN","","3","3.1579","City/Town"
"Whitman","  MALDEN TOWN Council (1)","Scott Hokonson","","38","56.7164","City/Town"
"Whitman","  MALDEN TOWN Council (1)","Colleen Cross","","28","41.791","City/Town"
"Whitman","  MALDEN TOWN Council (1)","WRITE-IN","","1","1.4925","City/Town"
"Whitman","  MALDEN TOWN Council (4)","Robert Law","","43","84.3137","City/Town"
"Whitman","  MALDEN TOWN Council (4)","WRITE-IN","","8","15.6863","City/Town"
"Whitman","  MALDEN TOWN Council (5)","Lori Dickinson","","51","94.4444","City/Town"
"Whitman","  MALDEN TOWN Council (5)","WRITE-IN","","3","5.5556","City/Town"
